gene_symbol	gene_symbol	is_in_LR_database	isLigand	isReceptor	sum_pseudobulkCellType_expr	sum_pseudobulkCellType_expr_threshold	sum_pseudobulkCellType_expr_filter	highly_variable	means	dispersions	dispersions_norm
CD1A	CD1A	False	False	False	0.272325284167536	0.25	True	False	0.0016968382105245574	-4.535203407528701	-0.35773283
CD1C	CD1C	False	False	False	4.96448530077024	0.25	True	True	0.021033725612977904	-0.5594499436063725	3.116405
CD1E	CD1E	False	False	False	1.21621145348828	0.25	True	False	0.0038292922687094056	-1.658714150723221	2.1558335
OR10Z1	OR10Z1	False	False	False	0.37445635081021	0.25	True	False	0.0007722283967020876	-4.016056775861071	0.09591376
SPTA1	SPTA1	False	False	False	15.6940325747154	0.25	True	True	0.05270649692188669	0.14298015776734374	3.7302103
MNDA	MNDA	False	False	False	48.7006574251331	0.25	True	True	0.6522065333289504	0.09540946384387794	1.713734
PYHIN1	PYHIN1	False	False	False	13.0179858906634	0.25	True	True	0.09602533900902799	-1.2773000746051504	2.489125
IFI16	IFI16	False	False	False	42.6372212162311	0.25	True	False	0.45283418175534945	-2.099533144802446	-0.45711514
AIM2	AIM2	False	False	False	2.56627751999177	0.25	True	True	0.08950175068588621	-1.9545322025136818	1.8973385
ACKR1	ACKR1	False	False	False	3.01439028050563	0.25	True	False	0.00967153265037404	-1.244552438363239	2.517741
FCER1A	FCER1A	False	False	False	14.3717994620274	0.25	True	True	0.04520433209413789	0.07432065923172129	3.6702137
DUSP23	DUSP23	False	False	False	17.0186944967117	0.25	True	False	0.12204095246248799	-2.7990894043968626	0.06920063
FCRL6	FCRL6	False	False	False	6.35019078411665	0.25	True	True	0.03675860922248733	-1.856881639852462	1.9826685
SLAMF8	SLAMF8	False	False	False	0.42438538976338	0.25	True	False	0.003433283542126003	-3.574974177486451	0.48134553
CFAP45	CFAP45	False	False	False	1.04919142517769	0.25	True	False	0.0030264822868087855	-5.224987729003321	-0.96048796
TAGLN2	TAGLN2	False	False	False	116.555617187707	0.25	True	False	0.704389942833965	-0.9298043059777749	0.38191375
SLAMF9	SLAMF9	False	False	False	0.311261355685279	0.25	True	False	0.005615980387852736	-5.50238266511988	-1.2028843
LINC01133	LINC01133	False	False	False	3.34313424984001	0.25	True	False	0.010426510190675106	-1.5504145622458916	2.2504692
PIGM	PIGM	False	False	False	4.12449559012592	0.25	True	False	0.022947603359087246	-4.660281908489596	-0.46703032
IGSF8	IGSF8	False	False	False	3.38025940587096	0.25	True	False	0.019309890511484254	-5.181790082924441	-0.9227405
AL121987.2	AL121987.2	False	False	False	0.521570132594188	0.25	True	False	0.005545479549529136	-6.308602658133717	-1.9073846
PEA15	PEA15	False	False	False	9.0543557772677	0.25	True	True	0.056500599087970976	-2.9890426159608556	0.99335086
DCAF8	DCAF8	False	False	False	17.2153787766334	0.25	True	False	0.08356913469314646	-3.662447288227817	0.4049088
AL139011.1	AL139011.1	False	False	False	1.11047218928175	0.25	True	False	0.006803025297556399	-5.261013008234495	-0.991968
PEX19	PEX19	False	False	False	4.90096977621	0.25	True	False	0.027854147321043646	-4.687980447312736	-0.49123418
COPA	COPA	False	False	False	41.7513749485993	0.25	True	False	0.18375100258629545	-2.8458048281032844	0.0132
NCSTN	NCSTN	False	False	False	11.3668911327017	0.25	True	True	0.07588233353231111	-2.9159046427004944	1.0572611
SLAMF6	SLAMF6	False	False	False	3.00190122685231	0.25	True	True	0.035059164600549725	-3.0339743395744176	0.95408815
CD84	CD84	False	False	False	18.5543204498414	0.25	True	False	0.14385535360362792	-2.7155105209821344	0.16939174
SLAMF1	SLAMF1	False	False	False	1.43606303368936	0.25	True	True	0.017910603917662603	-3.40784012243212	0.62739253
AL121985.1	AL121985.1	False	False	False	0.307706810416741	0.25	True	False	0.004187519535531812	-5.901738689156475	-1.5518541
CD48	CD48	False	False	False	73.886040413097	0.25	True	True	0.3473740900205813	-1.3103356842857055	0.79759353
SLAMF7	SLAMF7	False	False	False	7.36591041990414	0.25	True	True	0.06563375216138224	-2.328526914151656	1.5705302
LY9	LY9	False	False	False	10.867034607316	0.25	True	True	0.03578028039178982	-3.0965325628100473	0.89942276
CD244	CD244	False	False	False	3.81638937275487	0.25	True	True	0.016029661539236663	-3.424564112174852	0.61277854
F11R	F11R	False	False	False	11.1420751450177	0.25	True	True	0.040999796636662506	-2.9798944138962113	1.0013448
TSTD1	TSTD1	False	False	False	37.9119841674193	0.25	True	False	0.2669532395897973	-2.593770131650657	-0.35540995
USF1	USF1	False	False	False	7.61244964493878	0.25	True	False	0.04373126765031549	-3.956273085379291	0.14815462
ARHGAP30	ARHGAP30	False	False	False	30.8059990146656	0.25	True	False	0.2294812520743531	-3.2305518186418514	-1.1152941
PFDN2	PFDN2	False	False	False	56.300254381564	0.25	True	False	0.28162518595143105	-2.527198846968605	-0.27596912
NIT1	NIT1	False	False	False	5.09706014173735	0.25	True	False	0.04822156287410413	-4.294084748769151	-0.14703579
DEDD	DEDD	False	False	False	5.37443670608779	0.25	True	False	0.039725065561865634	-4.17023779613281	-0.038814444
UFC1	UFC1	False	False	False	65.1947535495173	0.25	True	False	0.3259419471497555	-2.910975393498387	-1.2438323
USP21	USP21	False	False	False	2.17275500602762	0.25	True	False	0.009216901606215147	-4.429573295641669	-0.2654299
PPOX	PPOX	False	False	False	6.89817841236441	0.25	True	True	0.03545704784964595	-2.218035237562047	1.6670812
B4GALT3	B4GALT3	False	False	False	7.1202954518841	0.25	True	False	0.03368971455816475	-4.931933758032329	-0.7044082
NDUFS2	NDUFS2	False	False	False	27.4543975929694	0.25	True	False	0.14035688773813748	-3.2536358166354287	-0.47569188
FCER1G	FCER1G	False	False	False	80.618652345596	0.25	True	True	0.853516547438722	0.25398845694346445	1.4173176
TOMM40L	TOMM40L	False	False	False	2.74039152933786	0.25	True	False	0.020600475338074114	-4.091238231536438	0.030217847
MPZ	MPZ	False	False	False	1.04627134567153	0.25	True	False	0.006398222989640597	-4.8312957504714795	-0.6164676
SDHC	SDHC	False	False	False	23.5434425428963	0.25	True	False	0.1641325166146903	-3.209458366135592	-0.42273366
AL592295.5	AL592295.5	False	False	False	2.03884938598201	0.25	True	False	0.01168129771379209	-4.915288532249784	-0.6898631
FCGR2A	FCGR2A	False	False	False	11.6351881220639	0.25	True	True	0.2999239760531114	-0.60646573008509	1.695296
HSPA6	HSPA6	False	False	False	2.00236601712251	0.25	True	True	0.019773368402172378	-3.1832901957453696	0.82361126
FCGR3A	FCGR3A	False	False	False	17.3771184819422	0.25	True	True	0.19461921683363836	-0.46423610913209334	2.8681316
FCGR2B	FCGR2B	False	False	False	4.19886403704985	0.25	True	True	0.03512839227686204	-2.756263794944774	1.1967603
FCRLA	FCRLA	False	False	False	2.86935701297152	0.25	True	True	0.02576504650306935	-1.1838841607698893	2.5707548
FCRLB	FCRLB	False	False	False	0.875198564630226	0.25	True	False	0.004542966340518928	-4.941525962928007	-0.7127902
DUSP12	DUSP12	False	False	False	13.7206860224904	0.25	True	False	0.045264366844717546	-4.413301393739783	-0.25121102
AL359541.1	AL359541.1	False	False	False	0.308201318733562	0.25	True	False	0.002328873268081753	-5.312355277401216	-1.0368325
ATF6	ATF6	False	False	False	16.9340000907994	0.25	True	False	0.11770230825045348	-3.7940157540009056	-1.1234783
NOS1AP	NOS1AP	False	False	False	0.374981021543929	0.25	True	False	0.0019132477583484952	-4.66865409221845	-0.4743462
SH2D1B	SH2D1B	False	False	False	3.04821943699884	0.25	True	True	0.016569423300507802	-1.4903688971546232	2.302939
UHMK1	UHMK1	False	False	False	37.6371065487888	0.25	True	False	0.2222135141534428	-3.3218890738963016	-1.2242886
UAP1	UAP1	False	False	False	11.3201902314447	0.25	True	False	0.03788038204096815	-3.7774793847851535	0.30439016
AL596325.2	AL596325.2	False	False	False	0.483404210206413	0.25	True	False	0.0023100443272202984	-5.397123235931375	-1.1109053
DDR2	DDR2	False	False	False	0.298855991651172	0.25	True	False	0.0006036168504024949	-4.578606482765444	-0.39565977
HSD17B7	HSD17B7	False	False	False	3.25916976384035	0.25	True	False	0.022147005450741445	-5.429314809044774	-1.1390353
AL592435.1	AL592435.1	False	False	False	0.740154779605516	0.25	True	False	0.003092492887702921	-5.487738305877717	-1.1900877
NUF2	NUF2	False	False	False	6.59074976231354	0.25	True	True	0.01508488678952691	-1.1872620204047202	2.5678031
PBX1	PBX1	False	False	False	3.37351123241539	0.25	True	False	0.01162147182211347	-2.0649296637536696	1.8008697
MGST3	MGST3	False	False	False	59.3444555729336	0.25	True	True	0.39132101803674946	-1.3885026288169935	0.6979009
ALDH9A1	ALDH9A1	False	False	False	14.831434685547	0.25	True	False	0.11249251112475722	-3.8225669137793474	-1.1577042
TMCO1	TMCO1	False	False	False	32.2399612635523	0.25	True	False	0.27762479780394883	-3.20695507239644	-1.0871356
UCK2	UCK2	False	False	False	5.20006244308001	0.25	True	False	0.014513875101971023	-3.629729043918279	0.433499
AL358115.1	AL358115.1	False	False	False	0.708368452589958	0.25	True	False	0.00019230589935800667	-2.947018356923936	1.0300729
POGK	POGK	False	False	False	9.88183500637327	0.25	True	False	0.055077686052831004	-4.412660501756511	-0.250651
TADA1	TADA1	False	False	False	4.19030081651477	0.25	True	False	0.02265016368056477	-5.1177814155685235	-0.8668077
ILDR2	ILDR2	False	False	False	0.691278287888577	0.25	True	False	-0.0004979317600607486		0.0
AL451050.2	AL451050.2	False	False	False	0.385253185181911	0.25	True	False	0.0027731647327351354	-6.565161470388858	-2.1315737
POU2F1	POU2F1	False	False	False	15.7417693798755	0.25	True	True	0.07499266098861417	-2.8266168745829874	1.1352836
AL136984.1	AL136984.1	False	False	False	0.603798356767312	0.25	True	False	0.005933170655207635	-5.354352277640891	-1.0735308
CD247	CD247	False	False	False	30.1324660129744	0.25	True	True	0.18335253639146806	-0.47913184935843317	2.8502753
AL359962.2	AL359962.2	False	False	False	0.976889339898709	0.25	True	False	-5.986799424351959e-05		0.0
CREG1	CREG1	False	False	False	27.2866937032309	0.25	True	True	0.20942911895517194	-1.5727216750282471	0.8630273
AL031733.2	AL031733.2	False	False	False	0.441718346943529	0.25	True	False	0.009705208920046086	-4.3197719939927275	-0.16948211
RCSD1	RCSD1	False	False	False	36.5221117570348	0.25	True	False	0.3170897902650405	-1.6076949514195342	0.4183471
MPZL1	MPZL1	False	False	False	6.36007713074283	0.25	True	True	0.03928774635300744	-3.4230998576166027	0.6140581
MPC2	MPC2	False	False	False	54.2409126100288	0.25	True	False	0.1963560117226863	-1.9184810649338855	0.45042577
DCAF6	DCAF6	False	False	False	10.2975441017599	0.25	True	True	0.056461787077977894	-3.298969594705045	0.72252697
GPR161	GPR161	False	False	False	0.396992783184347	0.25	True	False	0.002407415072266259	-5.559406621611687	-1.2527137
TIPRL	TIPRL	False	False	False	22.545895010388	0.25	True	False	0.13207857262376071	-3.6900242670078347	-0.9988173
SFT2D2	SFT2D2	False	False	False	35.3944546131047	0.25	True	False	0.15974691983039302	-2.6043565310563404	0.3026388
TBX19	TBX19	False	False	False	0.739667223964657	0.25	True	False	0.010574549250660766	-5.554614957511653	-1.2485266
XCL2	XCL2	False	False	False	11.7251591489911	0.25	True	True	0.043792845489173525	-0.9804331135223833	2.7485368
XCL1	XCL1	False	False	False	6.33583864642488	0.25	True	False	0.009617138999639159	-1.4968483786374975	2.297277
ATP1B1	ATP1B1	False	False	False	7.39394904377931	0.25	True	True	0.017504063755543958	-2.798158169010274	1.1601517
NME7	NME7	False	False	False	4.60412673086717	0.25	True	False	0.01673198102073591	-3.7177368385179763	0.35659507
BLZF1	BLZF1	False	False	False	7.20189268677048	0.25	True	False	0.05297369272043332	-3.5991434558488815	0.46022567
SLC19A2	SLC19A2	False	False	False	2.96140534956294	0.25	True	False	0.02550261411808345	-3.6967200033021372	0.3749602
Z99572.1	Z99572.1	False	False	False	1.18520844882087	0.25	True	False	0.008705165493482644	-4.651879671125313	-0.4596882
F5	F5	False	False	False	3.40713280606743	0.25	True	True	0.08024501030008596	-1.8941755804196332	1.9500799
SELP	SELP	False	False	False	0.463038653282701	0.25	True	False	0.0031531709728074655	-2.8006985203213697	1.1579318
C1orf112	C1orf112	False	False	False	2.04395416984774	0.25	True	False	0.0050140462584868485	-3.677678510798473	0.39159927
SELL	SELL	False	False	False	44.1362397271815	0.25	True	True	0.38214461408454514	-1.4300104880218354	0.64496255
METTL18	METTL18	False	False	False	2.85724357066721	0.25	True	False	0.021166685415683523	-4.379314100029905	-0.22151186
SCYL3	SCYL3	False	False	False	2.5282419095194	0.25	True	False	0.01888326669153082	-5.586006275603003	-1.2759572
KIFAP3	KIFAP3	False	False	False	9.1105830991439	0.25	True	False	0.053877294745904046	-3.7254144763658155	0.3498861
GORAB	GORAB	False	False	False	2.86605505443491	0.25	True	False	0.013478565997310215	-5.112722709060874	-0.86238724
FMO4	FMO4	False	False	False	0.537243619063076	0.25	True	False	0.00780296632429782	-5.440251343468262	-1.148592
PRRC2C	PRRC2C	False	False	False	137.040921369409	0.25	True	False	0.6281611891410168	-2.1716122940164007	-0.80257
MYOCOS	MYOCOS	False	False	False	0.256414400002564	0.25	True	False	-6.87717676171239e-06		0.0
VAMP4	VAMP4	False	False	False	7.31505946972194	0.25	True	False	0.06051003003217645	-4.427021841103942	-0.26320037
EEF1AKNMT	EEF1AKNMT	False	False	False	4.85395702204937	0.25	True	True	0.02686481377883381	-3.0882157832122847	0.90669024
DNM3	DNM3	False	False	False	0.910917428579058	0.25	True	False	0.0042570195244333656	-2.6803232775020605	1.2631195
PIGC	PIGC	False	False	False	11.9622427633388	0.25	True	False	0.07162639939816735	-4.43328675585556	-0.26867485
SUCO	SUCO	False	False	False	27.9960850926509	0.25	True	True	0.10961641835884378	-2.0356046810430457	0.98443633
FASLG	FASLG	False	False	False	1.57389430545352	0.25	True	False	0.00797065158215136	-3.677779242586848	0.39151126
TNFSF4	TNFSF4	False	False	False	0.652545120841987	0.25	True	False	0.001181176958958067	-4.196293707456909	-0.061582915
AL645568.1	AL645568.1	False	False	False	2.62015186733182	0.25	True	False	0.017806898472298736	-5.155864661065604	-0.90008605
PRDX6	PRDX6	False	False	False	73.4331533750835	0.25	True	False	0.31499941454849606	-2.248425484196903	-0.39882863
KLHL20	KLHL20	False	False	False	7.38248947214755	0.25	True	False	0.031441949987568975	-4.724778017912999	-0.52338904
CENPL	CENPL	False	False	False	7.79066577842456	0.25	True	True	0.018641752863703155	-2.595449035888119	1.3372853
DARS2	DARS2	False	False	False	3.2232738564634	0.25	True	False	0.0185112919751335	-4.733468443755328	-0.53098303
GAS5	GAS5	False	False	False	137.810515864073	0.25	True	False	0.6129092225170666	-1.6478935500444285	-0.221263
ZBTB37	ZBTB37	False	False	False	7.00478475262818	0.25	True	False	0.05675150973972484	-4.055295262646806	0.06162594
RC3H1	RC3H1	False	False	False	23.9377734689779	0.25	True	False	0.12100917602910283	-2.6377882351405773	0.2625622
RC3H1-IT1	RC3H1-IT1	False	False	False	1.02916213330976	0.25	True	False	0.008761400255970156	-5.2966416613529335	-1.0231014
LINC02776	LINC02776	False	False	False	0.407453449498591	0.25	True	False	0.006436287097351186	-5.627186280308464	-1.3119416
RABGAP1L-DT	RABGAP1L-DT	False	False	False	0.4799286807593	0.25	True	False	0.006213779983526736	-6.245273887730803	-1.8520459
RABGAP1L	RABGAP1L	False	False	False	24.2858735844647	0.25	True	False	0.16210596902702695	-3.5819254163830974	-0.86923265
GPR52	GPR52	False	False	False	0.367685684408635	0.25	True	False	0.0004477442438687981	-3.9832415708243847	0.12458871
RABGAP1L-IT1	RABGAP1L-IT1	False	False	False	1.16144576853156	0.25	True	False	0.006542294285434802	-4.8931928459983505	-0.6705552
Z99127.4	Z99127.4	False	False	False	8.50347243145233	0.25	True	False	0.061365072492089244	-4.262072228123734	-0.119062245
CACYBP	CACYBP	False	False	False	41.8088970638947	0.25	True	False	0.2323334224338025	-2.327399560318768	-0.037544705
MRPS14	MRPS14	False	False	False	9.35459530390421	0.25	True	False	0.06106581303065392	-3.8222390179386236	0.26527777
KIAA0040	KIAA0040	False	False	False	7.217739363992	0.25	True	True	0.06786778409704157	-2.549681097115358	1.3772787
COP1	COP1	False	False	False	10.7102194869921	0.25	True	False	0.06285506499348407	-4.144729675217547	-0.01652465
RASAL2	RASAL2	False	False	False	1.84342028950653	0.25	True	False	0.008397384297434638	-4.93750487383506	-0.70927644
C1orf220	C1orf220	False	False	False	0.58099193707636	0.25	True	False	0.00984082068744161	-3.332038359185526	0.69363046
RALGPS2	RALGPS2	False	False	False	22.475659141398	0.25	True	True	0.15511370422868628	-0.12844855541367456	3.2706606
ANGPTL1	ANGPTL1	False	False	False	0.886115133465213	0.25	True	False	0.00925294443486175	-2.318505776512022	1.5792869
FAM20B	FAM20B	False	False	False	8.30567954709714	0.25	True	False	0.030877559142248573	-4.004685525891113	0.10585031
TOR3A	TOR3A	False	False	False	12.8309837716155	0.25	True	False	0.060495945667261596	-3.773313861665725	0.3080301
ABL2	ABL2	False	False	False	7.04657224184877	0.25	True	False	0.049144172047868306	-4.7737854544415255	-0.56621325
SOAT1	SOAT1	False	False	False	14.2936398109042	0.25	True	False	0.10998218824536737	-2.723212174811776	0.16015929
TOR1AIP2	TOR1AIP2	False	False	False	28.1953203373395	0.25	True	False	0.15727122811359795	-2.518507746417008	0.40555096
AL353708.3	AL353708.3	False	False	False	1.21791269088448	0.25	True	False	0.005024373161131847	-5.035356584646611	-0.79478234
TOR1AIP1	TOR1AIP1	False	False	False	19.636700801964	0.25	True	False	0.09809823034428637	-3.5579447205251076	-0.8404855
AL353708.1	AL353708.1	False	False	False	0.549731795711205	0.25	True	False	0.005603157465755175	-5.825033657927421	-1.4848268
CEP350	CEP350	False	False	False	37.5623690667722	0.25	True	False	0.2197552759664	-3.1972582262315683	-1.0755641
QSOX1	QSOX1	False	False	False	15.0523354106204	0.25	True	True	0.15601783017661386	-1.7932991339744382	1.2749027
LHX4	LHX4	False	False	False	0.473679400209791	0.25	True	False	0.0034095389093555845	-6.335807432586198	-1.931157
ACBD6	ACBD6	False	False	False	20.5850030638656	0.25	True	False	0.09766753582346953	-3.6905398509590395	-0.99943537
XPR1	XPR1	False	False	False	5.30262996906692	0.25	True	False	0.04383628242307029	-4.710024272801238	-0.51049674
STX6	STX6	False	False	False	5.41290994783633	0.25	True	False	0.030891837750628735	-4.38682003971165	-0.22807078
MR1	MR1	False	False	False	8.79854497164829	0.25	True	False	0.059223945754106444	-3.968871880866942	0.1371454
IER5	IER5	False	False	False	44.4567052506725	0.25	True	True	0.4240838913193022	-0.8831971762281488	1.061551
GLUL	GLUL	False	False	False	56.5415008254093	0.25	True	True	0.5255435425833621	-0.47170287764164276	1.0957582
RNASEL	RNASEL	False	False	False	2.20819626380146	0.25	True	False	0.011752745861996133	-4.733756009131654	-0.5312343
RGS16	RGS16	False	False	False	2.25869838915122	0.25	True	False	0.002845377194429172	-2.027771804810091	1.8333395
NPL	NPL	False	False	False	4.87913502405866	0.25	True	True	0.049960278899077795	-2.8195413211428715	1.1414664
AL355999.1	AL355999.1	False	False	False	0.442264059520987	0.25	True	False	0.00715062034987137	-6.828075129020065	-2.361316
DHX9	DHX9	False	False	False	46.5872589874328	0.25	True	True	0.1766721061109805	-2.3895930026360857	0.56008893
LAMC1	LAMC1	False	False	False	1.09765056510015	0.25	True	False	0.010578432772797536	-4.156811786186793	-0.027082376
SMG7-AS1	SMG7-AS1	False	False	False	0.668267796635963	0.25	True	False	0.002852693735516368	-4.636676271352526	-0.446403
SMG7	SMG7	False	False	False	17.3228366223328	0.25	True	True	0.09218514711217031	-2.843258125749735	1.120742
NCF2	NCF2	False	False	False	25.1222493793727	0.25	True	True	0.32201174387751996	-0.7850826208384923	1.4674914
ARPC5	ARPC5	False	False	False	80.8542828778425	0.25	True	False	0.5851776725312842	-2.0091792361998055	-0.57406574
RGL1	RGL1	False	False	False	0.520476137378115	0.25	True	False	0.0027978940339821188	-4.675990541664118	-0.48075703
COLGALT2	COLGALT2	False	False	False	0.57660357099891	0.25	True	False	0.0031764654482744786	-5.2027794958410265	-0.9410817
TSEN15	TSEN15	False	False	False	10.0463210679192	0.25	True	False	0.04564331990696851	-4.224614007023055	-0.08633008
C1orf21	C1orf21	False	False	False	11.9910855719951	0.25	True	True	0.048201005899892645	-1.6267044579964471	2.1838045
EDEM3	EDEM3	False	False	False	9.97790506023992	0.25	True	True	0.08076616515706127	-3.474867806554287	0.5688216
NIBAN1	NIBAN1	False	False	False	15.7545162673077	0.25	True	False	0.10325957530972779	-2.9256365650126868	-0.08249917
RNF2	RNF2	False	False	False	7.78448221899402	0.25	True	False	0.03252914728827611	-4.310665335094815	-0.16152443
TRMT1L	TRMT1L	False	False	False	4.19770774961962	0.25	True	False	0.022345219785191425	-4.277701282456809	-0.1327194
SWT1	SWT1	False	False	False	1.83948251477978	0.25	True	False	0.011480149799764923	-4.979606850911087	-0.74606645
IVNS1ABP	IVNS1ABP	False	False	False	29.2368725098993	0.25	True	False	0.14307396623682206	-3.099269971511361	-0.2906441
TPR	TPR	False	False	False	65.7020503353941	0.25	True	False	0.3212603954864201	-2.6528056417843637	-0.91456753
ODR4	ODR4	False	False	False	13.542230367701	0.25	True	True	0.06930919804218165	-2.8674216836813367	1.099627
AL096803.2	AL096803.2	False	False	False	0.673054334867569	0.25	True	False	0.004325414900779345	-5.247148038199121	-0.9798523
PTGS2	PTGS2	False	False	False	7.48628440698218	0.25	True	True	0.025563324575055873	-2.8114590316030883	1.1485289
PLA2G4A	PLA2G4A	False	False	False	1.65726116719976	0.25	True	False	0.007369867826480924	-4.736312236128784	-0.533468
ERVMER61-1	ERVMER61-1	False	False	False	0.68144360512491	0.25	True	False	0.003112789112741182	-3.5601241353664923	0.49432197
RGS18	RGS18	False	False	False	12.710684127819	0.25	True	True	0.16692653574699567	-1.6432473543335955	1.454779
AL136987.1	AL136987.1	False	False	False	1.14001809222393	0.25	True	False	0.0030703390924247537	-4.965082677542156	-0.7333748
RGS1	RGS1	False	False	False	22.7846194147017	0.25	True	True	0.12911338679024995	-1.9832927514659588	1.0471458
RGS13	RGS13	False	False	False	1.00170355861545	0.25	True	False	-0.0010264954881247742		0.0
AL136454.1	AL136454.1	False	False	False	0.872056874503026	0.25	True	False	0.003295441297808933	-5.2098640987783815	-0.9472724
RGS2	RGS2	False	False	False	48.8762431618106	0.25	True	True	0.5081749530701353	-0.25363315632799105	1.3325996
UCHL5	UCHL5	False	False	False	15.5330312005387	0.25	True	True	0.08008653616605801	-3.236922088080998	0.77674603
RO60	RO60	False	False	False	36.7286632385164	0.25	True	False	0.1834883885881819	-3.3203846003087754	-0.5557077
GLRX2	GLRX2	False	False	False	8.68184490127367	0.25	True	False	0.04592224950153175	-3.8272856517939897	0.26086786
CDC73	CDC73	False	False	False	30.4205214017969	0.25	True	False	0.16554733388802084	-3.5491424355609955	-0.8299337
B3GALT2	B3GALT2	False	False	False	0.451856631563589	0.25	True	False	0.001716434572696961	-4.319331530620396	-0.16909721
LINC01724	LINC01724	False	False	False	0.295667528716074	0.25	True	False	-0.00020215453232508922		0.0
CFH	CFH	False	False	False	1.39250599394033	0.25	True	False	0.031979027236084326	-3.587618240354529	0.47029677
ASPM	ASPM	False	False	False	16.197897561209	0.25	True	True	0.042874896809526074	-0.2998715367702315	3.3432326
ZBTB41	ZBTB41	False	False	False	5.23564995263826	0.25	True	False	0.02785988746621408	-4.309383373325843	-0.1604042
CRB1	CRB1	False	False	False	0.413407808411092	0.25	True	False	0.0008711030391204788	-2.402225882697928	1.5061297
DENND1B	DENND1B	False	False	False	15.4872029483178	0.25	True	False	0.09829923930350105	-3.123557653201308	-0.31975925
C1orf53	C1orf53	False	False	False	1.09049156249278	0.25	True	False	0.0063871560594065185	-4.8490722415600676	-0.6320012
NEK7	NEK7	False	False	False	7.97984820620304	0.25	True	False	0.06524142394203089	-4.647430627712107	-0.45580047
AL157402.1	AL157402.1	False	False	False	0.293558287159622	0.25	True	False	0.0027369960312159164	-3.9594215954820453	0.14540336
PTPRC	PTPRC	False	False	False	141.013843441542	0.25	True	False	1.0085457320325615	-1.7473392731685027	-0.5618729
AL157402.2	AL157402.2	False	False	False	0.258370384501594	0.25	True	False	0.001300230827931979	-5.120874022447809	-0.8695101
MIR181A1HG	MIR181A1HG	False	False	False	18.8664263367818	0.25	True	True	0.17331288229565617	-1.2177223898152332	1.9648817
ZNF281	ZNF281	False	False	False	20.9958425479371	0.25	True	False	0.140660909870126	-2.504476757375693	0.42237076
KIF14	KIF14	False	False	False	5.17251500474084	0.25	True	True	0.014676212368024083	-1.6633965025858055	2.151742
DDX59	DDX59	False	False	False	7.38009714605917	0.25	True	False	0.05603768682085136	-4.972945011001895	-0.7402451
CAMSAP2	CAMSAP2	False	False	False	0.725460890084023	0.25	True	False	0.007997336785276324	-3.9626491802164394	0.14258298
KIF21B	KIF21B	False	False	False	3.4735750735987	0.25	True	False	0.013709445100092288	-3.6102131415954686	0.4505526
TMEM9	TMEM9	False	False	False	8.60750092403103	0.25	True	False	0.05682579133023856	-3.648135981986064	0.41741446
PHLDA3	PHLDA3	False	False	False	1.12475726453799	0.25	True	True	0.025798553886043036	-3.2837469194125464	0.73582906
CSRP1	CSRP1	False	False	False	12.5812359913636	0.25	True	True	0.07229085693982149	-3.1453122762723638	0.8567976
AC096677.1	AC096677.1	False	False	False	0.554120581715308	0.25	True	False	0.0070145190706227545	-5.449999428651317	-1.1571102
NAV1	NAV1	False	False	False	1.87567875271646	0.25	True	False	0.008792172043885674	-2.7417437069780237	1.2094485
IPO9-AS1	IPO9-AS1	False	False	False	0.66583894371303	0.25	True	False	0.0044477922174455675	-6.167916812652536	-1.7844489
IPO9	IPO9	False	False	False	10.7775509314759	0.25	True	True	0.05850387174692977	-3.5261132361975953	0.5240418
SHISA4	SHISA4	False	False	False	0.507171155710759	0.25	True	True	0.024283617806241747	-3.3095978654113143	0.71323967
TIMM17A	TIMM17A	False	False	False	26.5818645505773	0.25	True	False	0.10210317991117694	-2.922778380451437	-0.07907289
RNPEP	RNPEP	False	False	False	15.5648596464302	0.25	True	True	0.08410332687264795	-3.1123167857982703	0.8856301
ELF3-AS1	ELF3-AS1	False	False	False	2.57637148075506	0.25	True	False	0.01361107952884883	-4.782508638000415	-0.57383585
ELF3	ELF3	False	False	False	0.569921397947405	0.25	True	False	0.0013792708978642159	-5.347268898788597	-1.0673411
ARL8A	ARL8A	False	False	False	24.1616196245289	0.25	True	True	0.19482244806861232	-2.0222286526863913	1.000471
PTPN7	PTPN7	False	False	False	30.6864190089973	0.25	True	False	0.15342236960427702	-3.2356336310177656	-0.45411155
LGR6	LGR6	False	False	False	0.784921467534005	0.25	True	False	0.002997816213480994	-3.643107253977565	0.42180872
UBE2T	UBE2T	False	False	False	10.2569618911931	0.25	True	True	0.024455407296816112	-0.7550577419886754	2.9454768
PPP1R12B	PPP1R12B	False	False	False	8.79981741189443	0.25	True	True	0.03163660303172918	-3.4431270331436807	0.5965577
KDM5B	KDM5B	False	False	False	40.650647445337	0.25	True	True	0.22801756105972998	-1.4755608783474634	0.9789712
PCAT6	PCAT6	False	False	False	0.71915270439754	0.25	True	False	0.006107418942731535	-5.225144864014891	-0.96062523
RABIF	RABIF	False	False	False	8.90016526478006	0.25	True	False	0.0605679138351256	-4.091610241215288	0.029892774
KLHL12	KLHL12	False	False	False	4.0587535646557	0.25	True	False	0.019785108563919115	-4.505536670341896	-0.3318091
ADIPOR1	ADIPOR1	False	False	False	23.7741212208601	0.25	True	False	0.13019987855982673	-2.9279643608202233	-0.08528964
CYB5R1	CYB5R1	False	False	False	6.41760648533055	0.25	True	True	0.07920130982352983	-3.5046806517496503	0.5427702
