gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	NK	T
MPZL1	O95297	False	MPZL1_HUMAN		CPI-SS0EE167973	0.011	0.091	0.069	0.12	0.085	0.027	0.0	0.011
IL6R	P08887	False	IL6R_HUMAN		CPI-SS00C97F734	0.006	0.234	0.005	0.282	0.087	0.275	0.0	0.044
FCGR2A	P12318	False	FCGR2A_HUMAN		CPI-SS03AA209F5	0.017	0.083	0.03	0.043	0.018	0.266	0.067	0.003
FCGR1A	P12314	False	FCGR1A_HUMAN		CPI-SS0597A8814	0.0	0.023	0.0	0.053	0.007	0.053	0.0	0.0
CD5	P06127	False	CD5_HUMAN		CPI-SS0AC05A4A4	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.099
FCGR2A	P12318	False	FCGR2A_HUMAN		CPI-SS054A5A57A	0.017	0.083	0.03	0.043	0.018	0.266	0.067	0.003
EPOR	P19235	False	EPOR_HUMAN		CPI-SS0D32A6CC3	0.004	0.0	0.244	0.001	0.01	0.004	0.0	0.009
LAT	O43561	False	LAT_HUMAN		CPI-SS0A48643FF	0.001	0.0	0.005	0.014	0.008	0.013	0.06	0.085
FCGR2A	P12318	False	FCGR2A_HUMAN		CPI-SS00FA725A0	0.017	0.083	0.03	0.043	0.018	0.266	0.067	0.003
CEACAM1	P13688	False	CEACAM1_HUMAN		CPI-SS0877F9921	0.003	0.0	0.0	0.009	0.006	0.011	0.0	0.002
CD48	P09326	False	CD48_HUMAN		CPI-SS0DAC649EC	0.268	0.269	0.005	0.165	0.074	0.131	0.127	0.25
FCGR2A	P12318	False	FCGR2A_HUMAN		CPI-SS06A1059BE	0.017	0.083	0.03	0.043	0.018	0.266	0.067	0.003
SIRPA	P78324	False	SIRPA_HUMAN		CPI-SS0339AE950	0.004	0.039	0.004	0.09	0.018	0.245	0.0	0.005
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS02F186542	0.635	0.772	0.484	0.768	0.819	0.858	1.427	0.953
THBS1	P07996	False	THBS1_HUMAN		CPI-SS004035077	0.001	0.004	0.0	0.004	0.004	0.169	0.113	0.0
COL4A4	P53420	False	COL4A4_HUMAN		CPI-SS0CC0F4E84	0.02	0.0	0.007	0.0	0.001	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS01C13A403	0.024	0.0	0.003	0.0	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS014958F32	0.097	0.33	0.234	0.317	0.265	0.212	0.127	0.048
THBS3	P49746	False	THBS3_HUMAN		CPI-SS04F1E8E4B	0.001	0.02	0.002	0.012	0.014	0.005	0.0	0.007
SCN1B	Q07699	False	SCN1B_HUMAN		CPI-SS0227C125B	0.003	0.0	0.003	0.005	0.003	0.015	0.0	0.002
SIRPA	P78324	False	SIRPA_HUMAN		CPI-SS04F0C53CB	0.004	0.039	0.004	0.09	0.018	0.245	0.0	0.005
S100A8	P05109	False	S100A8_HUMAN		CPI-SS0CB559698	0.042	0.411	0.019	0.351	0.037	1.002	0.053	0.056
LGALS1	P09382	False	LGALS1_HUMAN		CPI-SS0538293BB	0.187	0.71	0.008	0.278	0.052	0.664	0.647	0.133
MYL9	P24844	False	MYL9_HUMAN		CPI-SS087E0E7E3	0.004	0.0	0.003	0.0	0.019	0.002	0.0	0.0
RECK	O95980	False	RECK_HUMAN		CPI-SS0C18D30AF	0.021	0.052	0.007	0.084	0.038	0.069	0.0	0.023
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS0BCA6DD96	0.063	0.598	0.017	0.538	0.201	0.659	0.624	0.256
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS0158F80AC	0.003	0.021	0.003	0.032	0.006	0.233	0.064	0.008
CD96	P40200	False	CD96_HUMAN		CPI-SS0536A6772	0.0	0.0	0.002	0.029	0.099	0.008	0.34	0.217
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS0012FF5D7	0.063	0.598	0.017	0.538	0.201	0.659	0.624	0.256
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS08B1FECB9	0.003	0.021	0.003	0.032	0.006	0.233	0.064	0.008
CD9	P21926	False	CD9_HUMAN		CPI-SS031BD127E	0.032	0.0	0.005	0.001	0.026	0.048	0.0	0.002
CD40	P25942	False	CD40_HUMAN		CPI-SS083296041	0.095	0.0	0.003	0.0	0.004	0.009	0.0	0.002
CD53	P19397	False	CD53_HUMAN		CPI-SS04E83F8E5	0.11	0.114	0.006	0.361	0.165	0.343	0.064	0.11
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS0ACD6DB3B	0.063	0.598	0.017	0.538	0.201	0.659	0.624	0.256
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0B43CF7D7	0.106	0.271	0.612	0.408	0.351	0.663	0.408	0.218
SDC1	P18827	False	SDC1_HUMAN		CPI-SS0B24309C7	0.053	0.0	0.0	0.003	0.004	0.0	0.0	0.002
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS0A11F7B60	0.356	0.438	0.733	0.575	0.583	0.256	0.558	0.393
SDC3	O75056	False	SDC3_HUMAN		CPI-SS071E11D75	0.0	0.0	0.001	0.0	0.001	0.023	0.0	0.002
NCL	P19338	False	NCL_HUMAN		CPI-SS03EA1937C	0.646	0.871	0.995	0.965	0.957	0.523	0.907	0.675
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS0532E1B1B	0.063	0.598	0.017	0.538	0.201	0.659	0.624	0.256
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS0F2A2CC0A	0.003	0.021	0.003	0.032	0.006	0.233	0.064	0.008
SIGLEC5	O15389	False	SIGLEC5_HUMAN		CPI-SS07994434F	0.001	0.0	0.0	0.016	0.005	0.04	0.0	0.0
VCAN	P13611	False	VCAN_HUMAN		CPI-SS0B553DE0F	0.013	0.037	0.004	0.11	0.019	0.689	0.0	0.013
SELL	P14151	False	SELL_HUMAN		CPI-SS087321EB5	0.118	0.726	0.004	0.384	0.275	0.581	0.212	0.061
SELP	P16109	False	SELP_HUMAN		CPI-SS02B7540B0	0.001	0.0	0.001	0.0	0.046	0.0	0.0	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS0FEFADBE0	0.063	0.598	0.017	0.538	0.201	0.659	0.624	0.256
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0294C06D0	0.106	0.271	0.612	0.408	0.351	0.663	0.408	0.218
TLR4	O00206	False	TLR4_HUMAN		CPI-SS077F3546C	0.004	0.0	0.004	0.071	0.012	0.18	0.0	0.005
APOA1	P02647	False	APOA1_HUMAN		CPI-SS09AEB9397	0.003	0.0	0.002	0.018	0.036	0.002	0.0	0.006
TLR2	O60603	False	TLR2_HUMAN		CPI-SS082B13B46	0.018	0.1	0.003	0.257	0.113	0.511	0.068	0.038
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS05232CAF9	0.063	0.598	0.017	0.538	0.201	0.659	0.624	0.256
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS09D3BE100	0.106	0.271	0.612	0.408	0.351	0.663	0.408	0.218
ITGA5	P08648	False	ITGA5_HUMAN		CPI-SS07DCF8E87	0.006	0.071	0.003	0.135	0.115	0.22	0.064	0.06
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS03BD26E5B	0.003	0.021	0.003	0.032	0.006	0.233	0.064	0.008
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS00EC73CED	0.356	0.438	0.733	0.575	0.583	0.256	0.558	0.393
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS05D25F39E	0.063	0.598	0.017	0.538	0.201	0.659	0.624	0.256
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0542D117A	0.106	0.271	0.612	0.408	0.351	0.663	0.408	0.218
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS03DE1223C	0.003	0.021	0.003	0.032	0.006	0.233	0.064	0.008
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.004	0.0	0.0	0.0	0.01	0.0	0.0	0.0
PARD3	Q8TEW0	False	PARD3_HUMAN		CPI-SS0551A73E8	0.002	0.0	0.0	0.0	0.013	0.0	0.0	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS07939D079	0.063	0.598	0.017	0.538	0.201	0.659	0.624	0.256
TLR4	O00206	False	TLR4_HUMAN		CPI-SS0EB5D4AA1	0.004	0.0	0.004	0.071	0.012	0.18	0.0	0.005
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS0EBE756E8	0.063	0.598	0.017	0.538	0.201	0.659	0.624	0.256
TLR4	O00206	False	TLR4_HUMAN		CPI-SS0A15A5445	0.004	0.0	0.004	0.071	0.012	0.18	0.0	0.005
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS0E18854A9	0.063	0.598	0.017	0.538	0.201	0.659	0.624	0.256
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS03540A7B0	0.063	0.598	0.017	0.538	0.201	0.659	0.624	0.256
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS008AB1136	0.003	0.021	0.003	0.032	0.006	0.233	0.064	0.008
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS06DE77FEF	0.063	0.598	0.017	0.538	0.201	0.659	0.624	0.256
ITGAL	P20701	False	ITGAL_HUMAN		CPI-SS0309446DA	0.033	0.238	0.004	0.182	0.053	0.2	0.464	0.226
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS0CEB36C52	0.063	0.598	0.017	0.538	0.201	0.659	0.624	0.256
ITGAL	P20701	False	ITGAL_HUMAN		CPI-SS0C980DB1D	0.033	0.238	0.004	0.182	0.053	0.2	0.464	0.226
MICA	Q29983	False	MICA_HUMAN		CPI-SS07EC55C69	0.007	0.044	0.015	0.018	0.02	0.007	0.0	0.007
ITGAL	P20701	False	ITGAL_HUMAN		CPI-SS02B184FA2	0.033	0.238	0.004	0.182	0.053	0.2	0.464	0.226
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS0FF2B313C	0.635	0.772	0.484	0.768	0.819	0.858	1.427	0.953
HLA-B	P01889	False	HLA-B_HUMAN		CPI-SS088D342A0	1.16	1.345	0.414	1.208	1.084	1.238	1.571	1.257
HLA-A	P04439	False	HLA-A_HUMAN		CPI-SS091151A75	0.901	1.002	0.323	1.011	1.007	1.063	1.359	1.137
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS0DC3F1D36	0.635	0.772	0.484	0.768	0.819	0.858	1.427	0.953
AXL	P30530	False	AXL_HUMAN		CPI-SS0BAC44454	0.0	0.122	0.0	0.017	0.005	0.035	0.0	0.0
HLA-B	P01889	False	HLA-B_HUMAN		CPI-SS0E2DC2F01	1.16	1.345	0.414	1.208	1.084	1.238	1.571	1.257
HLA-A	P04439	False	HLA-A_HUMAN		CPI-SS070C02196	0.901	1.002	0.323	1.011	1.007	1.063	1.359	1.137
HLA-G	P17693	False	HLA-G_HUMAN		CPI-SS0659428ED	0.0	0.0	0.0	0.003	0.004	0.012	0.0	0.002
HLA-F	P30511	False	HLA-F_HUMAN		CPI-SS048242083	0.113	0.074	0.005	0.073	0.082	0.143	0.192	0.171
HLA-E	P13747	False	HLA-E_HUMAN		CPI-SS082A7EC36	0.742	0.732	0.058	0.696	0.772	0.856	1.278	0.891
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS0485DB044	0.635	0.772	0.484	0.768	0.819	0.858	1.427	0.953
HLA-B	P01889	False	HLA-B_HUMAN		CPI-SS0E3102540	1.16	1.345	0.414	1.208	1.084	1.238	1.571	1.257
HLA-A	P04439	False	HLA-A_HUMAN		CPI-SS06CBA6036	0.901	1.002	0.323	1.011	1.007	1.063	1.359	1.137
LCK	P06239	False	LCK_HUMAN		CPI-SS0B6AD844B	0.001	0.0	0.002	0.0	0.003	0.007	0.127	0.091
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS0C3A216C7	0.635	0.772	0.484	0.768	0.819	0.858	1.427	0.953
HLA-B	P01889	False	HLA-B_HUMAN		CPI-SS0E9751BD3	1.16	1.345	0.414	1.208	1.084	1.238	1.571	1.257
HLA-A	P04439	False	HLA-A_HUMAN		CPI-SS050610655	0.901	1.002	0.323	1.011	1.007	1.063	1.359	1.137
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS0FAD02171	0.635	0.772	0.484	0.768	0.819	0.858	1.427	0.953
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0D37C7C70	0.001	0.0	0.0	0.0	0.075	0.0	0.0	0.003
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0FB5FE587	0.001	0.0	0.0	0.0	0.0	0.006	0.0	0.002
PSEN1	P49768	False	PSEN1_HUMAN		CPI-SS08998A6B8	0.048	0.06	0.049	0.121	0.073	0.17	0.07	0.051
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	0.004	0.0	0.0	0.034	0.046	0.022	0.0	0.01
MAML2	Q8IZL2	False	MAML2_HUMAN		CPI-SS0F9AAE9EF	0.076	0.046	0.001	0.02	0.029	0.178	0.071	0.102
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS08DDBC107	0.635	0.772	0.484	0.768	0.819	0.858	1.427	0.953
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0E2431C09	0.0	0.0	0.002	0.0	0.001	0.002	0.0	0.008
KIR2DL3	P43628	False	KIR2DL3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.027
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS01158CABF	0.0	0.0	0.002	0.004	0.002	0.205	0.065	0.0
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	0.115	0.344	0.183	0.348	0.278	0.456	0.112	0.121
ADGRG5	Q8IZF4	False	ADGRG5_HUMAN		CPI-SS0AFC7BACF	0.01	0.016	0.0	0.007	0.009	0.0	0.0	0.005
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS0CD88C2A8	0.635	0.772	0.484	0.768	0.819	0.858	1.427	0.953
HLA-DRA	P01903	False	HLA-DRA_HUMAN		CPI-SS0D60AC3F3	0.967	1.327	0.017	0.654	0.551	0.834	0.171	0.071
HLA-DRB1	P01911	False	HLA-DRB1_HUMAN		CPI-SS0B5B0130D	0.941	1.198	0.03	0.516	0.469	0.617	0.126	0.113
CD37	P11049	False	CD37_HUMAN		CPI-SS0CBFFA92D	0.829	0.659	0.052	0.354	0.429	0.511	0.333	0.31
CD2	P06729	False	CD2_HUMAN		CPI-SS09000A318	0.002	0.012	0.0	0.0	0.004	0.007	0.264	0.369
MS4A1	P11836	False	MS4A1_HUMAN		CPI-SS0B8685246	0.61	0.026	0.003	0.013	0.009	0.016	0.0	0.018
AXL	P30530	False	AXL_HUMAN		CPI-SS07D7CD643	0.0	0.122	0.0	0.017	0.005	0.035	0.0	0.0
SIGLEC6	O43699	False	SIGLEC6_HUMAN		CPI-SS0647D7ACA	0.009	0.083	0.0	0.066	0.014	0.008	0.0	0.002
LILRB2	Q8N423	False	LILRB2_HUMAN		CPI-SS0FDD0955E	0.009	0.02	0.002	0.034	0.008	0.401	0.0	0.005
LILRA1	O75019	False	LILRA1_HUMAN		CPI-SS0093746AC	0.002	0.059	0.0	0.031	0.003	0.067	0.0	0.003
GP6	Q9HCN6	False	GP6_HUMAN		CPI-SS02B0475ED	0.001	0.0	0.002	0.0	0.003	0.0	0.065	0.005
BTN3A2	P78410	False	BTN3A2_HUMAN		CPI-SS0CB6E657F	0.01	0.044	0.008	0.016	0.016	0.014	0.0	0.016
FCGR1A	P12314	False	FCGR1A_HUMAN		CPI-SS0D418093A	0.0	0.023	0.0	0.053	0.007	0.053	0.0	0.0
CD99	P14209	False	CD99_HUMAN		CPI-SS01560CA22	0.139	0.646	0.231	0.4	0.419	0.344	0.717	0.273
AXL	P30530	False	AXL_HUMAN		CPI-SS0629F8C0B	0.0	0.122	0.0	0.017	0.005	0.035	0.0	0.0
CD99	P14209	False	CD99_HUMAN		CPI-SS04F2DB78D	0.139	0.646	0.231	0.4	0.419	0.344	0.717	0.273
AXL	P30530	False	AXL_HUMAN		CPI-SS03A4F7DC8	0.0	0.122	0.0	0.017	0.005	0.035	0.0	0.0
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS085195142	0.0	0.023	0.001	0.0	0.005	0.006	0.0	0.0
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	0.001	0.0	0.0	0.0	0.003	0.002	0.0	0.0
AXL	P30530	False	AXL_HUMAN		CPI-SS0962EEF38	0.0	0.122	0.0	0.017	0.005	0.035	0.0	0.0
AXL	P30530	False	AXL_HUMAN		CPI-SS0D0252D87	0.0	0.122	0.0	0.017	0.005	0.035	0.0	0.0
IL15	P40933	False	IL15_HUMAN		CPI-SS077B160B9	0.023	0.0	0.006	0.0	0.017	0.011	0.0	0.017
IL2RB	P14784	False	IL2RB_HUMAN		CPI-SS093581076	0.001	0.0	0.001	0.0	0.0	0.0	0.522	0.074
MPZ	P25189	False	MPZ_HUMAN		CPI-SS093447AB3	0.004	0.0	0.002	0.031	0.026	0.011	0.0	0.0
CEACAM21	Q3KPI0	False	CEACAM21_HUMAN		CPI-SS0DBE8749A	0.003	0.015	0.0	0.013	0.005	0.003	0.0	0.003
CD300E	Q496F6	False	CD300E_HUMAN		CPI-SS064048522	0.001	0.0	0.004	0.006	0.002	0.269	0.0	0.0
ADAM10	O14672	False	ADAM10_HUMAN		CPI-SS08760A26C	0.102	0.353	0.111	0.311	0.223	0.383	0.154	0.143
CRTAM	O95727	False	CRTAM_HUMAN		CPI-SS0C9696AAA	0.001	0.0	0.0	0.004	0.0	0.004	0.0	0.075
PTPN13	Q12923	False	PTPN13_HUMAN		CPI-SS07DC3F89F	0.0	0.078	0.006	0.014	0.015	0.004	0.0	0.0
SDK2	Q58EX2	False	SDK2_HUMAN		CPI-SS0FE4FDCE9	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ADRA2A	P08913	False	ADRA2A_HUMAN		CPI-SS04DEA1250	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS062E8DFF9	0.006	0.0	0.037	0.003	0.004	0.023	0.0	0.012
ADRA2A	P08913	False	ADRA2A_HUMAN		CPI-SS0B386AD2D	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0F3DB0252	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS09199F78C	0.001	0.101	0.001	0.035	0.006	0.283	0.0	0.002
ADRA2A	P08913	False	ADRA2A_HUMAN		CPI-SS0E50063CE	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0A7DD8A5E	0.001	0.101	0.001	0.035	0.006	0.283	0.0	0.002
CCR10	P46092	False	CCR10_HUMAN		CPI-SS064C772FE	0.022	0.0	0.001	0.007	0.004	0.003	0.0	0.007
ADRA2A	P08913	False	ADRA2A_HUMAN		CPI-SS0C58C26C6	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
CXCR6	O00574	False	CXCR6_HUMAN		CPI-SS00F282936	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.015
ADRA2A	P08913	False	ADRA2A_HUMAN		CPI-SS0FEC087E8	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
SDC3	O75056	False	SDC3_HUMAN		CPI-SS05C0E5B47	0.0	0.0	0.001	0.0	0.001	0.023	0.0	0.002
ADRA2A	P08913	False	ADRA2A_HUMAN		CPI-SS00CB8F3DE	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
ADRA2A	P08913	False	ADRA2A_HUMAN		CPI-SS057A07DC7	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
ADRA2A	P08913	False	ADRA2A_HUMAN		CPI-SS024CF9FC8	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
ADRA2A	P08913	False	ADRA2A_HUMAN		CPI-SS00A43DE53	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
ADRA2A	P08913	False	ADRA2A_HUMAN		CPI-SS0CEFE09D8	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0F8C664D9	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.027
CCR6	P51684	False	CCR6_HUMAN		CPI-SS07F015051	0.033	0.0	0.002	0.001	0.002	0.008	0.0	0.007
ADRA2A	P08913	False	ADRA2A_HUMAN		CPI-SS0F259BA32	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
OPRL1	P41146	False	OPRL1_HUMAN		CPI-SS09B2D63C8	0.0	0.0	0.004	0.003	0.008	0.003	0.0	0.003
ADRA2A	P08913	False	ADRA2A_HUMAN		CPI-SS0D13E506D	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
ADRA2A	P08913	False	ADRA2A_HUMAN		CPI-SS008F77E67	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
TNFRSF10C	O14798	False	TNFRSF10C_HUMAN		CPI-SS01ECFDA18	0.0	0.012	0.002	0.0	0.001	0.012	0.0	0.0
TNFRSF10B	O14763	False	TNFRSF10B_HUMAN		CPI-SS0898D7F7F	0.026	0.028	0.005	0.073	0.023	0.055	0.0	0.019
TNFRSF10A	O00220	False	TNFRSF10A_HUMAN		CPI-SS0179FBFD3	0.068	0.021	0.002	0.048	0.033	0.048	0.0	0.032
TNFRSF13B	O14836	False	TNFRSF13B_HUMAN		CPI-SS0DCA69916	0.071	0.0	0.0	0.001	0.0	0.0	0.0	0.0
BTN3A3	O00478	False	BTN3A3_HUMAN		CPI-SS0E16B4F70	0.017	0.0	0.005	0.023	0.029	0.013	0.0	0.015
TFRC	P02786	False	TFRC_HUMAN		CPI-SS077538309	0.199	0.412	1.173	0.794	0.64	0.838	0.172	0.275
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS029A42A0C	0.004	0.0	0.0	0.0	0.004	0.0	0.07	0.007
KIT	P10721	False	KIT_HUMAN		CPI-SS0110CE1DB	0.001	0.011	0.063	0.017	0.061	0.005	0.0	0.002
IL7	P13232	False	IL7_HUMAN		CPI-SS0A3119AE8	0.004	0.0	0.011	0.0	0.001	0.0	0.0	0.0
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0FBCD159A	0.106	0.271	0.612	0.408	0.351	0.663	0.408	0.218
CD33	P20138	False	CD33_HUMAN		CPI-SS02FC59B86	0.003	0.118	0.0	0.137	0.053	0.104	0.0	0.009
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0B9DD1DD9	0.106	0.271	0.612	0.408	0.351	0.663	0.408	0.218
MET	P08581	False	MET_HUMAN		CPI-SS0A4143384	0.003	0.0	0.0	0.0	0.0	0.028	0.0	0.0
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS049BE95CE	0.012	0.0	0.005	0.006	0.01	0.003	0.0	0.0
LAMB1	P07942	False	LAMB1_HUMAN		CPI-SS0B5943E3C	0.006	0.0	0.004	0.008	0.009	0.009	0.0	0.007
ITGA6	P23229	False	ITGA6_HUMAN		CPI-SS077B78C28	0.032	0.068	0.002	0.07	0.067	0.036	0.056	0.041
ITGB4	P16144	False	ITGB4_HUMAN		CPI-SS081311EED	0.002	0.0	0.006	0.0	0.003	0.003	0.0	0.0
ITGA3	P26006	False	ITGA3_HUMAN		CPI-SS038250842	0.003	0.0	0.0	0.003	0.002	0.0	0.0	0.007
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS05A720857	0.106	0.271	0.612	0.408	0.351	0.663	0.408	0.218
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS03B1A26FA	0.106	0.271	0.612	0.408	0.351	0.663	0.408	0.218
MET	P08581	False	MET_HUMAN		CPI-SS07F60834D	0.003	0.0	0.0	0.0	0.0	0.028	0.0	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS00393337D	0.0	0.054	0.0	0.0	0.004	0.02	0.0	0.001
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS09C7818B0	0.106	0.271	0.612	0.408	0.351	0.663	0.408	0.218
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS06375B4E1	0.012	0.04	0.008	0.08	0.063	0.074	0.058	0.037
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0FFA37ABB	0.106	0.271	0.612	0.408	0.351	0.663	0.408	0.218
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS02E7523C2	0.012	0.04	0.008	0.08	0.063	0.074	0.058	0.037
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0230E592A	0.106	0.271	0.612	0.408	0.351	0.663	0.408	0.218
KIT	P10721	False	KIT_HUMAN		CPI-SS0425C4834	0.001	0.011	0.063	0.017	0.061	0.005	0.0	0.002
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS00F650C9B	0.106	0.271	0.612	0.408	0.351	0.663	0.408	0.218
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS00D3739D8	0.012	0.04	0.008	0.08	0.063	0.074	0.058	0.037
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0BA430FB3	0.106	0.271	0.612	0.408	0.351	0.663	0.408	0.218
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0C3011E25	0.592	0.865	0.07	1.001	0.801	1.164	0.849	0.996
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0748AFB06	0.106	0.271	0.612	0.408	0.351	0.663	0.408	0.218
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS077FD92D7	0.012	0.04	0.008	0.08	0.063	0.074	0.058	0.037
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0A527E6BF	0.106	0.271	0.612	0.408	0.351	0.663	0.408	0.218
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0BC9F7171	0.106	0.271	0.612	0.408	0.351	0.663	0.408	0.218
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0ED3B9E27	0.012	0.04	0.008	0.08	0.063	0.074	0.058	0.037
CD44	P16070	False	CD44_HUMAN		CPI-SS04A446AEA	0.377	0.482	0.238	0.829	0.662	0.955	0.212	0.575
ITGA6	P23229	False	ITGA6_HUMAN		CPI-SS0AD0C8458	0.032	0.068	0.002	0.07	0.067	0.036	0.056	0.041
ITGB4	P16144	False	ITGB4_HUMAN		CPI-SS05D6A959B	0.002	0.0	0.006	0.0	0.003	0.003	0.0	0.0
ITGA2	P17301	False	ITGA2_HUMAN		CPI-SS07DBE3785	0.0	0.0	0.001	0.0	0.013	0.0	0.0	0.0
ITGA3	P26006	False	ITGA3_HUMAN		CPI-SS08D69F005	0.003	0.0	0.0	0.003	0.002	0.0	0.0	0.007
ITGB8	P26012	False	ITGB8_HUMAN		CPI-SS0EBB7EB56	0.002	0.0	0.0	0.0	0.007	0.006	0.0	0.0
RPSA	P08865	False	RPSA_HUMAN		CPI-SS0EC9548E7	0.982	1.184	1.014	0.808	1.039	0.485	0.877	0.841
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0B055FFDB	0.106	0.271	0.612	0.408	0.351	0.663	0.408	0.218
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS07AF074F9	0.013	0.0	0.002	0.009	0.016	0.016	0.0	0.014
ITGA2	P17301	False	ITGA2_HUMAN		CPI-SS0878BC41E	0.0	0.0	0.001	0.0	0.013	0.0	0.0	0.0
