gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	NK	T
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SS048C31E01	0.0	0.0	0.0	0.068	0.038	0.04	0.0	0.021
COL6A1	P12109	False	COL6A1_HUMAN		CPI-SS085A852BD	0.0	0.0	0.0	0.018	0.073	0.006	0.0	0.022
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS0D8D44EB0	0.029	0.0	0.0	0.002	0.0	0.0	0.0	0.0
COL6A2	P12110	False	COL6A2_HUMAN		CPI-SS0C607014F	0.0	0.0	0.0	0.009	0.057	0.002	0.177	0.154
FN1	P02751	False	FN1_HUMAN		CPI-SS03F7EF70F	0.0	0.0	0.0	0.024	0.0	0.122	0.0	0.0
MET	P08581	False	MET_HUMAN		CPI-SS08588B2FE	0.0	0.0	0.061	0.018	0.0	0.053	0.0	0.024
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS0CA8B496F	0.029	0.0	0.0	0.002	0.0	0.0	0.0	0.0
PLAU	P00749	False	PLAU_HUMAN		CPI-SS09DD1B011	0.0	0.0	0.0	0.021	0.0	0.001	0.0	0.0
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS0B9B23540	0.0	0.0	0.0	0.026	0.033	0.003	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0DD209E94	0.0	0.0	0.0	0.024	0.0	0.122	0.0	0.0
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS0E5593D5C	0.0	0.0	0.053	0.116	0.091	0.036	0.0	0.0
PLAU	P00749	False	PLAU_HUMAN		CPI-SS036B08188	0.0	0.0	0.0	0.021	0.0	0.001	0.0	0.0
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS062080A7E	0.0	0.0	0.0	0.007	0.0	0.01	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0C439B0AE	0.0	0.0	0.0	0.024	0.0	0.122	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS048C65172	0.476	0.152	0.248	0.722	0.614	0.915	1.215	1.066
ITGA2B	P08514	False	ITGA2B_HUMAN		CPI-SS0235FF039	0.0	0.0	0.0	0.014	0.079	0.002	0.0	0.0
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0B85869A8	0.242	0.0	0.529	0.481	0.36	0.515	0.627	0.556
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS05FF93B18	0.0	0.0	0.0	0.022	0.0	0.028	0.0	0.023
ITGA5	P08648	False	ITGA5_HUMAN		CPI-SS0883C0DFB	0.021	0.0	0.021	0.194	0.116	0.163	0.028	0.0
BMP2	P12643	False	BMP2_HUMAN		CPI-SS07C240D78	0.0	0.0	0.053	0.058	0.025	0.104	0.0	0.0
INHBA	P08476	False	INHBA_HUMAN		CPI-SS0848AE5FF	0.0	0.52	0.0	0.003	0.043	0.006	0.014	0.0
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0CD453744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPARC	P09486	False	SPARC_HUMAN		CPI-SS06E8D5675	0.0	0.0	0.0	0.019	0.102	0.0	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS08DC4F855	0.0	0.0	0.0	0.024	0.0	0.122	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS0675BB03E	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS064B55685	0.271	1.018	0.74	1.026	0.365	1.51	0.54	0.273
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS094F522F1	0.476	0.152	0.248	0.722	0.614	0.915	1.215	1.066
HRAS	P01112	False	HRAS_HUMAN		CPI-SS0C96968F4	0.068	0.0	0.116	0.068	0.134	0.045	0.075	0.104
MMP2	P08253	False	MMP2_HUMAN		CPI-SS0E2572751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MDK	P21741	False	MDK_HUMAN		CPI-SS0C0849037	0.037	0.0	0.0	0.015	0.0	0.016	0.0	0.035
TNFSF13	O75888	False	TNFSF13_HUMAN		CPI-SS0864DEC0D	0.017	0.204	0.021	0.706	0.593	0.763	0.061	0.0
APOE	P02649	False	APOE_HUMAN		CPI-SS07E14602C	0.022	0.0	0.0	0.008	0.0	0.001	0.0	0.0
HGF	P14210	False	HGF_HUMAN		CPI-SS09F61BD5D	0.0	0.0	0.0	0.344	0.0	0.101	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0F4B21380	0.0	0.0	0.0	0.024	0.0	0.122	0.0	0.0
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS09A44E1CE	0.029	0.0	0.0	0.002	0.0	0.0	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS0205645E3	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QA	P02745	False	C1QA_HUMAN		CPI-SS0FCE792BC	0.009	0.032	0.072	0.097	0.0	0.865	0.042	0.048
F12	P00748	False	F12_HUMAN		CPI-SS02F0D773A	0.019	0.09	0.0	0.032	0.069	0.078	0.0	0.016
FN1	P02751	False	FN1_HUMAN		CPI-SS09B2B4441	0.0	0.0	0.0	0.024	0.0	0.122	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0A75A778A	0.0	0.0	0.0	0.024	0.0	0.122	0.0	0.0
CDH1	P12830	False	CDH1_HUMAN		CPI-SS058D7C38E	0.0	0.0	0.086	0.002	0.0	0.001	0.0	0.0
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SS045B95ECD	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.13
FN1	P02751	False	FN1_HUMAN		CPI-SS082C0BC61	0.0	0.0	0.0	0.024	0.0	0.122	0.0	0.0
CALM1	P0DP23	False	CALM1_HUMAN		CPI-SS04A47D58B	1.797	1.427	0.436	1.521	1.314	1.487	2.978	2.86
CALM2	P0DP24	False	CALM2_HUMAN		CPI-SS0FB89622E	0.81	0.635	1.327	1.502	1.745	1.749	0.884	0.992
CALM3	P0DP25	False	CALM3_HUMAN		CPI-SS09C6567AD	0.362	0.735	1.124	0.896	0.98	0.657	0.59	0.516
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0046230B0	0.242	0.0	0.529	0.481	0.36	0.515	0.627	0.556
IL6R	P08887	False	IL6R_HUMAN		CPI-SS0F801D0BC	0.0	0.0	0.0	0.064	0.037	0.087	0.0	0.02
COL6A1	P12109	False	COL6A1_HUMAN		CPI-SS066136917	0.0	0.0	0.0	0.018	0.073	0.006	0.0	0.022
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS082A33AE3	0.029	0.0	0.0	0.002	0.0	0.0	0.0	0.0
COL6A2	P12110	False	COL6A2_HUMAN		CPI-SS049663D5D	0.0	0.0	0.0	0.009	0.057	0.002	0.177	0.154
FGFRL1	Q8N441	False	FGFRL1_HUMAN		CPI-SS0650E0273	0.04	0.0	0.061	0.048	0.0	0.038	0.0	0.024
ITGA2	P17301	False	ITGA2_HUMAN		CPI-SS0A1625F0C	0.0	0.0	0.0	0.007	0.0	0.002	0.0	0.0
COL4A3	Q01955	False	COL4A3_HUMAN		CPI-SS05032FC94	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A3	Q14050	False	COL9A3_HUMAN		CPI-SS008637E19	0.07	0.0	0.0	0.018	0.0	0.008	0.0	0.0
COL9A2	Q14055	False	COL9A2_HUMAN		CPI-SS03AC6DFD4	0.021	0.0	0.0	0.1	0.109	0.04	0.033	0.023
CALM1	P0DP23	False	CALM1_HUMAN		CPI-SS0002FC59B	1.797	1.427	0.436	1.521	1.314	1.487	2.978	2.86
MET	P08581	False	MET_HUMAN		CPI-SS0225284CC	0.0	0.0	0.061	0.018	0.0	0.053	0.0	0.024
TNF	P01375	False	TNF_HUMAN		CPI-SS08B7D54A3	0.057	0.0	0.0	0.107	0.137	0.184	0.071	0.344
TNFSF13	O75888	False	TNFSF13_HUMAN		CPI-SS0A83A7E30	0.017	0.204	0.021	0.706	0.593	0.763	0.061	0.0
CALM1	P0DP23	False	CALM1_HUMAN		CPI-SS01956B0D2	1.797	1.427	0.436	1.521	1.314	1.487	2.978	2.86
CALM2	P0DP24	False	CALM2_HUMAN		CPI-SS0DC058794	0.81	0.635	1.327	1.502	1.745	1.749	0.884	0.992
CALM3	P0DP25	False	CALM3_HUMAN		CPI-SS0DBE5BEBB	0.362	0.735	1.124	0.896	0.98	0.657	0.59	0.516
VCAN	P13611	False	VCAN_HUMAN		CPI-SS018F97017	0.124	0.59	0.665	2.211	0.929	2.606	0.166	0.218
CFH	P08603	False	CFH_HUMAN		CPI-SS0D072B207	0.0	0.0	0.0	0.025	0.0	0.062	0.0	0.0
PODXL	O00592	False	PODXL_HUMAN		CPI-SS08920B6FF	0.0	0.0	0.0	0.003	0.0	0.001	0.0	0.0
CALM1	P0DP23	False	CALM1_HUMAN		CPI-SS0BE89A01F	1.797	1.427	0.436	1.521	1.314	1.487	2.978	2.86
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS04A857ABE	0.0	0.147	0.0	0.344	0.16	0.186	0.258	0.0
SPTBN2	O15020	False	SPTBN2_HUMAN		CPI-SS053805A6C	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
CALM1	P0DP23	False	CALM1_HUMAN		CPI-SS0C2AD7153	1.797	1.427	0.436	1.521	1.314	1.487	2.978	2.86
CALM2	P0DP24	False	CALM2_HUMAN		CPI-SS0627BCCF3	0.81	0.635	1.327	1.502	1.745	1.749	0.884	0.992
CALM3	P0DP25	False	CALM3_HUMAN		CPI-SS03B36CA94	0.362	0.735	1.124	0.896	0.98	0.657	0.59	0.516
EFEMP2	O95967	False	EFEMP2_HUMAN		CPI-SS0C9EB66F4	0.0	0.0	0.0	0.045	0.1	0.039	0.0	0.0
CA2	P00918	False	CA2_HUMAN		CPI-SS0BB1B580F	0.072	0.0	2.576	1.348	1.946	0.333	0.0	0.028
CALM1	P0DP23	False	CALM1_HUMAN		CPI-SS0F2C438C9	1.797	1.427	0.436	1.521	1.314	1.487	2.978	2.86
CALM2	P0DP24	False	CALM2_HUMAN		CPI-SS045D87D08	0.81	0.635	1.327	1.502	1.745	1.749	0.884	0.992
CALM3	P0DP25	False	CALM3_HUMAN		CPI-SS061AF043A	0.362	0.735	1.124	0.896	0.98	0.657	0.59	0.516
CALM1	P0DP23	False	CALM1_HUMAN		CPI-SS05703B2A9	1.797	1.427	0.436	1.521	1.314	1.487	2.978	2.86
CALM2	P0DP24	False	CALM2_HUMAN		CPI-SS0F4C841A5	0.81	0.635	1.327	1.502	1.745	1.749	0.884	0.992
CALM3	P0DP25	False	CALM3_HUMAN		CPI-SS060558ECD	0.362	0.735	1.124	0.896	0.98	0.657	0.59	0.516
CALM1	P0DP23	False	CALM1_HUMAN		CPI-SS0E04E9A81	1.797	1.427	0.436	1.521	1.314	1.487	2.978	2.86
CALM2	P0DP24	False	CALM2_HUMAN		CPI-SS0173E68B5	0.81	0.635	1.327	1.502	1.745	1.749	0.884	0.992
CALM3	P0DP25	False	CALM3_HUMAN		CPI-SS055C24209	0.362	0.735	1.124	0.896	0.98	0.657	0.59	0.516
CALM1	P0DP23	False	CALM1_HUMAN		CPI-SS0FC70E068	1.797	1.427	0.436	1.521	1.314	1.487	2.978	2.86
CALM2	P0DP24	False	CALM2_HUMAN		CPI-SS0F9F553CD	0.81	0.635	1.327	1.502	1.745	1.749	0.884	0.992
CALM3	P0DP25	False	CALM3_HUMAN		CPI-SS057DAA58A	0.362	0.735	1.124	0.896	0.98	0.657	0.59	0.516
CALM1	P0DP23	False	CALM1_HUMAN		CPI-SS0CD590A32	1.797	1.427	0.436	1.521	1.314	1.487	2.978	2.86
CALM2	P0DP24	False	CALM2_HUMAN		CPI-SS0A07CBD62	0.81	0.635	1.327	1.502	1.745	1.749	0.884	0.992
CALM3	P0DP25	False	CALM3_HUMAN		CPI-SS0A502B263	0.362	0.735	1.124	0.896	0.98	0.657	0.59	0.516
CXCL10	P02778	False	CXCL10_HUMAN		CPI-SS0A145A3A4	0.0	0.0	0.057	0.023	0.0	0.057	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS03821C2C6	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
PPBP	P02775	False	PPBP_HUMAN		CPI-SS0C5FE38FE	0.0	0.0	0.033	0.007	0.0	0.004	0.0	0.0
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS0911EECCC	0.271	1.018	0.74	1.026	0.365	1.51	0.54	0.273
CCL5	P13501	False	CCL5_HUMAN		CPI-SS05B7D3407	0.024	0.0	0.085	0.707	0.601	0.264	3.255	3.314
CXCL1	P09341	False	CXCL1_HUMAN		CPI-SS052BBD9F9	0.0	0.0	0.0	0.008	0.0	0.021	0.0	0.012
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0B2FB23BC	0.057	0.69	0.23	0.193	0.091	0.584	0.06	0.06
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS0569F0E0D	0.03	0.2	0.048	0.16	0.0	0.334	0.0	0.018
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0DBFB8BEA	0.069	0.124	0.027	0.031	0.0	0.011	0.069	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS037484CAC	0.0	0.0	0.028	0.005	0.0	0.021	0.0	0.039
CCL22	O00626	False	CCL22_HUMAN		CPI-SS001675414	0.0	0.198	0.0	0.005	0.0	0.001	0.0	0.0
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0B075C57B	0.0	0.16	0.0	0.0	0.0	0.001	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS07EC65CED	0.0	0.0	0.0	0.01	0.0	0.007	0.013	0.0
DBP	Q10586	False	DBP_HUMAN		CPI-SS0721457BF	0.023	0.0	0.062	0.075	0.032	0.039	0.0	0.0
APP	P05067	False	APP_HUMAN		CPI-SS03FCE1B02	0.092	0.0	0.032	0.284	0.248	0.16	0.0	0.0
HLA-A	P04439	False	HLA-A_HUMAN		CPI-SS05836EF4C	2.31	2.102	1.456	2.594	1.917	3.145	3.522	3.294
APP	P05067	False	APP_HUMAN		CPI-SS02E8DCFA1	0.092	0.0	0.032	0.284	0.248	0.16	0.0	0.0
MDK	P21741	False	MDK_HUMAN		CPI-SS05E7C3938	0.037	0.0	0.0	0.015	0.0	0.016	0.0	0.035
ADAM10	O14672	False	ADAM10_HUMAN		CPI-SS01C1704E6	0.037	0.153	0.103	0.518	0.335	0.528	0.141	0.205
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	0.049	0.0	0.0	0.003	0.0	0.001	0.0	0.024
PSEN1	P49768	False	PSEN1_HUMAN		CPI-SS0EB8A7582	0.076	0.157	0.154	0.165	0.076	0.21	0.026	0.025
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	0.0	0.0	0.0	0.025	0.0	0.02	0.037	0.0
MFNG	O00587	False	MFNG_HUMAN		CPI-SS0776A4CD9	0.028	0.0	0.0	0.165	0.208	0.074	0.138	0.183
APP	P05067	False	APP_HUMAN		CPI-SS0DEC00331	0.092	0.0	0.032	0.284	0.248	0.16	0.0	0.0
MPIG6B	O95866	False	MPIG6B_HUMAN		CPI-SS0257A6A81	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
S100A9	P06702	False	S100A9_HUMAN		CPI-SS011F0AEE9	0.795	0.78	1.38	3.299	0.437	5.357	0.819	0.754
S100B	P04271	False	S100B_HUMAN		CPI-SS0E9DF6D80	0.0	0.368	0.0	0.003	0.0	0.003	0.087	0.0
HMGB1	P09429	False	HMGB1_HUMAN		CPI-SS0201A88AD	1.873	2.109	2.089	1.912	2.34	1.672	2.368	2.095
LTF	P02788	False	LTF_HUMAN		CPI-SS0E611C429	0.0	0.0	0.0	0.002	0.0	0.001	0.054	0.021
S100A8	P05109	False	S100A8_HUMAN		CPI-SS038717371	0.651	0.47	0.833	2.881	0.374	4.496	0.316	0.462
APP	P05067	False	APP_HUMAN		CPI-SS0F66EA6BE	0.092	0.0	0.032	0.284	0.248	0.16	0.0	0.0
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS030BB46BB	0.327	1.794	0.57	2.753	0.87	3.188	1.069	1.547
APP	P05067	False	APP_HUMAN		CPI-SS048D2A753	0.092	0.0	0.032	0.284	0.248	0.16	0.0	0.0
APP	P05067	False	APP_HUMAN		CPI-SS0BBD5658B	0.092	0.0	0.032	0.284	0.248	0.16	0.0	0.0
APP	P05067	False	APP_HUMAN		CPI-SS05EE9C0C9	0.092	0.0	0.032	0.284	0.248	0.16	0.0	0.0
APP	P05067	False	APP_HUMAN		CPI-SS0C14AFF28	0.092	0.0	0.032	0.284	0.248	0.16	0.0	0.0
ARF6	P62330	False	ARF6_HUMAN		CPI-SS07A55EDCB	0.76	0.931	0.296	0.966	0.921	1.055	1.056	0.824
APP	P05067	False	APP_HUMAN		CPI-SS0B312F541	0.092	0.0	0.032	0.284	0.248	0.16	0.0	0.0
APP	P05067	False	APP_HUMAN		CPI-SS068020509	0.092	0.0	0.032	0.284	0.248	0.16	0.0	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0F6424029	0.029	0.0	0.088	0.165	0.041	0.387	0.031	0.0
PSEN1	P49768	False	PSEN1_HUMAN		CPI-SS0A0EBE8BC	0.076	0.157	0.154	0.165	0.076	0.21	0.026	0.025
LRP8	Q14114	False	LRP8_HUMAN		CPI-SS0327657E5	0.0	0.0	0.0	0.042	0.133	0.009	0.092	0.023
APP	P05067	False	APP_HUMAN		CPI-SS0C7088467	0.092	0.0	0.032	0.284	0.248	0.16	0.0	0.0
APP	P05067	False	APP_HUMAN		CPI-SS0B4EE5AF6	0.092	0.0	0.032	0.284	0.248	0.16	0.0	0.0
LRP8	Q14114	False	LRP8_HUMAN		CPI-SS0106687D0	0.0	0.0	0.0	0.042	0.133	0.009	0.092	0.023
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS06FC8A673	0.033	0.0	0.053	0.04	0.0	0.061	0.06	0.179
CCL2	P13500	False	CCL2_HUMAN		CPI-SS08B249DBA	0.069	0.124	0.027	0.031	0.0	0.011	0.069	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0CF0E4DE9	0.069	0.124	0.027	0.031	0.0	0.011	0.069	0.0
MMP2	P08253	False	MMP2_HUMAN		CPI-SS0B0235E0A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3	P01024	False	C3_HUMAN		CPI-SS0FB27CBD3	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS0B76625FA	2.782	2.906	1.259	2.763	1.955	3.432	3.8	3.664
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0B8AF9735	0.242	0.0	0.529	0.481	0.36	0.515	0.627	0.556
ITGA6	P23229	False	ITGA6_HUMAN		CPI-SS07CB7ACC9	0.014	0.0	0.0	0.004	0.0	0.001	0.028	0.048
CD99	P14209	False	CD99_HUMAN		CPI-SS0F32BCE50	0.703	1.169	0.638	1.101	0.658	1.017	1.423	1.711
CR2	P20023	False	CR2_HUMAN		CPI-SS059D3627B	0.026	0.0	0.0	0.0	0.0	0.001	0.0	0.0
KIT	P10721	False	KIT_HUMAN		CPI-SS08EFD7526	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS0C8CA6114	0.33	0.365	0.536	0.664	0.709	0.666	0.75	0.622
HLA-DRA	P01903	False	HLA-DRA_HUMAN		CPI-SS0BC8C839E	3.227	4.429	0.024	0.223	0.584	0.499	0.432	0.307
HLA-DRB1	P01911	False	HLA-DRB1_HUMAN		CPI-SS04134EB66	1.91	3.637	0.158	0.302	0.444	0.485	0.185	0.407
CD37	P11049	False	CD37_HUMAN		CPI-SS08E01301F	2.732	1.127	0.337	1.559	1.152	1.837	0.751	1.183
IFITM1	P13164	False	IFITM1_HUMAN		CPI-SS0D42CE25B	0.288	0.0	0.0	0.03	0.044	0.1	0.828	0.758
CD19	P15391	False	CD19_HUMAN		CPI-SS06D5D12CE	0.199	0.0	0.0	0.006	0.0	0.005	0.0	0.0
CLDN12	P56749	False	CLDN12_HUMAN		CPI-SS0549383BA	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
C3	P01024	False	C3_HUMAN		CPI-SS0A9B4C05B	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0725F2A85	0.051	0.204	0.062	0.072	0.0	0.279	0.103	0.126
MET	P08581	False	MET_HUMAN		CPI-SS0D013DED0	0.0	0.0	0.061	0.018	0.0	0.053	0.0	0.024
C3	P01024	False	C3_HUMAN		CPI-SS02B0933D1	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0
C3	P01024	False	C3_HUMAN		CPI-SS0F75244FC	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0
HLA-DRA	P01903	False	HLA-DRA_HUMAN		CPI-SS0738BE261	3.227	4.429	0.024	0.223	0.584	0.499	0.432	0.307
HLA-DRB1	P01911	False	HLA-DRB1_HUMAN		CPI-SS05B345F6F	1.91	3.637	0.158	0.302	0.444	0.485	0.185	0.407
C3	P01024	False	C3_HUMAN		CPI-SS0E9D9622A	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0
C3	P01024	False	C3_HUMAN		CPI-SS082CF5AC5	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0
C1QA	P02745	False	C1QA_HUMAN		CPI-SS0DC2398FC	0.009	0.032	0.072	0.097	0.0	0.865	0.042	0.048
CD55	P08174	False	CD55_HUMAN		CPI-SS01FB6A931	0.562	1.217	0.508	1.054	0.337	1.461	0.268	0.352
C3	P01024	False	C3_HUMAN		CPI-SS010FDAF8D	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0
HLA-DRA	P01903	False	HLA-DRA_HUMAN		CPI-SS089B144BB	3.227	4.429	0.024	0.223	0.584	0.499	0.432	0.307
HLA-DRB1	P01911	False	HLA-DRB1_HUMAN		CPI-SS075ED3258	1.91	3.637	0.158	0.302	0.444	0.485	0.185	0.407
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	0.58	0.0	0.0	0.032	0.0	0.013	0.0	0.0
C3	P01024	False	C3_HUMAN		CPI-SS03E48EFEA	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0
C3	P01024	False	C3_HUMAN		CPI-SS025606B68	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0
C1QA	P02745	False	C1QA_HUMAN		CPI-SS04D46BF7B	0.009	0.032	0.072	0.097	0.0	0.865	0.042	0.048
C3	P01024	False	C3_HUMAN		CPI-SS00F4019EA	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0
C5	P01031	False	C5_HUMAN		CPI-SS0A7E3A1AF	0.0	0.0	0.0	0.031	0.0	0.028	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS0036ACB31	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
PROC	P04070	False	PROC_HUMAN		CPI-SS0C5E13DD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS0948B3741	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
SIGLEC10	Q96LC7	False	SIGLEC10_HUMAN		CPI-SS01DB2E4BC	0.067	0.0	0.0	0.034	0.098	0.162	0.0	0.022
PROC	P04070	False	PROC_HUMAN		CPI-SS0291D3D2E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F2R	P25116	False	F2R_HUMAN		CPI-SS0C43E03D9	0.022	0.0	0.0	0.004	0.079	0.003	0.281	0.213
APC	P25054	False	APC_HUMAN		CPI-SS007FBF398	0.088	0.344	0.123	0.111	0.078	0.122	0.127	0.066
CORT	O00230	False	CORT_HUMAN		CPI-SS0C272BD3D	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
ACE	P12821	False	ACE_HUMAN		CPI-SS0DCE4C535	0.0	0.0	0.0	0.013	0.0	0.027	0.028	0.0
CALR	P27797	False	CALR_HUMAN		CPI-SS0796F1776	0.494	1.018	0.749	1.565	2.215	1.399	1.584	1.115
CD8A	P01732	False	CD8A_HUMAN		CPI-SS0BA9E8176	0.0	0.0	0.0	0.004	0.0	0.002	0.112	0.63
CD8B	P10966	False	CD8B_HUMAN		CPI-SS0008FC8E2	0.0	0.0	0.0	0.008	0.0	0.001	0.0	0.283
CALR	P27797	False	CALR_HUMAN		CPI-SS0D8CA8099	0.494	1.018	0.749	1.565	2.215	1.399	1.584	1.115
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0EA05941A	0.024	0.0	0.085	0.707	0.601	0.264	3.255	3.314
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0EB4C5754	0.069	0.124	0.027	0.031	0.0	0.011	0.069	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0080FF0BC	0.289	0.042	0.484	0.626	0.387	0.836	3.007	1.372
CCL3L1	P16619	False	CCL3L1_HUMAN		CPI-SS07A5A3C0F	0.047	0.0	0.046	0.066	0.0	0.152	0.488	0.328
CCL22	O00626	False	CCL22_HUMAN		CPI-SS052B38F1C	0.0	0.198	0.0	0.005	0.0	0.001	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0EB136379	0.02	0.0	0.0	0.002	0.0	0.0	0.0	0.0
TLR4	O00206	False	TLR4_HUMAN		CPI-SS061D3FA11	0.0	0.201	0.119	0.332	0.082	0.673	0.048	0.012
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0C93E48D7	0.091	1.362	0.306	0.324	0.143	1.09	0.236	0.13
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS07C25EA31	0.029	0.0	0.0	0.002	0.0	0.0	0.0	0.0
S100A9	P06702	False	S100A9_HUMAN		CPI-SS0E60C1A74	0.795	0.78	1.38	3.299	0.437	5.357	0.819	0.754
TLR2	O60603	False	TLR2_HUMAN		CPI-SS05056C314	0.014	0.0	0.256	0.361	0.215	0.52	0.07	0.0
S100A8	P05109	False	S100A8_HUMAN		CPI-SS0BE7A43A7	0.651	0.47	0.833	2.881	0.374	4.496	0.316	0.462
THBS1	P07996	False	THBS1_HUMAN		CPI-SS00C7292A1	0.091	1.362	0.306	0.324	0.143	1.09	0.236	0.13
APOE	P02649	False	APOE_HUMAN		CPI-SS0030B0238	0.022	0.0	0.0	0.008	0.0	0.001	0.0	0.0
PTDSS1	P48651	False	PTDSS1_HUMAN		CPI-SS06B64DFB9	0.099	0.0	0.0	0.37	0.329	0.229	0.154	0.11
PROS1	P07225	False	PROS1_HUMAN		CPI-SS0E68758BE	0.037	0.0	0.0	0.004	0.0	0.006	0.0	0.0
ZP3	P21754	False	ZP3_HUMAN		CPI-SS0289D6A1B	0.0	0.0	0.0	0.041	0.058	0.011	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0D955E96D	0.476	0.152	0.248	0.722	0.614	0.915	1.215	1.066
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0B1CC0212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048
CD4	P01730	False	CD4_HUMAN		CPI-SS021890770	0.023	0.0	0.035	0.615	0.555	0.534	0.05	0.068
MIF	P14174	False	MIF_HUMAN		CPI-SS0B8A15AB9	1.289	1.839	0.176	2.036	2.976	1.318	1.854	1.635
