id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|DC	B|Gran	B|HSPC	B|Mono	B|NK	B|T	DC|B	DC|DC	DC|Gran	DC|HSPC	DC|Mono	DC|NK	DC|T	Gran|B	Gran|DC	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|DC	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|DC	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|DC	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|DC	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS07C25EA31	COL1A1_CD36	simple:P02452	simple:P16671	COL1A1	CD36	False	False	False	user_curated	False	0.02	0.201	0.197	0.018	0.432	0.017	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.188	0.184	0.005	0.419	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.19	0.187	0.007	0.422	0.006	0.003	0.025	0.205	0.202	0.022	0.437	0.021	0.018
CPI-SS0E60C1A74	S100A9_CD36	simple:P06702	simple:P16671	S100A9	CD36	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.501	0.682	0.678	0.499	0.913	0.498	0.494	1.866	2.047	2.044	1.864	2.279	1.863	1.86	0.01	0.191	0.187	0.008	0.422	0.007	0.003	2.238	2.418	2.415	2.235	2.65	2.234	2.231	0.074	0.255	0.251	0.072	0.486	0.071	0.067	0.015	0.196	0.192	0.013	0.427	0.012	0.008
CPI-SS05056C314	TLR2_CD36	simple:O60603	simple:P16671	TLR2	CD36	False	False	False	user_curated	False	0.012	0.193	0.189	0.01	0.425	0.009	0.006	0.051	0.232	0.228	0.049	0.463	0.048	0.045	0.138	0.319	0.315	0.136	0.55	0.135	0.131	0.043	0.224	0.22	0.041	0.455	0.04	0.037	0.125	0.305	0.302	0.122	0.537	0.121	0.118	0.012	0.193	0.189	0.01	0.424	0.009	0.005	0.008	0.189	0.185	0.006	0.42	0.005	0.002
CPI-SS0BE7A43A7	S100A8_CD36	simple:P05109	simple:P16671	S100A8	CD36	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.302	0.482	0.479	0.299	0.714	0.298	0.295	1.268	1.449	1.446	1.266	1.681	1.265	1.262	0.01	0.19	0.187	0.007	0.422	0.007	0.003	1.589	1.769	1.766	1.586	2.001	1.585	1.582	0.049	0.23	0.226	0.047	0.461	0.046	0.043	0.007	0.188	0.184	0.005	0.419	0.004	0.001
CPI-SS00C7292A1	THBS1_SCARB1	simple:P07996	simple:Q8WTV0	THBS1	SCARB1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.011	0.028	0.025	0.019	0.0	0.004	0.047	0.05	0.068	0.064	0.059	0.0	0.043	0.006	0.009	0.027	0.023	0.018	0.0	0.002	0.1	0.104	0.122	0.118	0.113	0.0	0.097	0.036	0.04	0.058	0.054	0.048	0.0	0.033	0.025	0.029	0.047	0.043	0.037	0.0	0.022
CPI-SS0030B0238	APOE_SCARB1	simple:P02649	simple:Q8WTV0	APOE	SCARB1	False	False	False	user_curated	False	0.008	0.011	0.029	0.025	0.02	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.009	0.027	0.023	0.018	0.0	0.002	0.009	0.013	0.031	0.027	0.021	0.0	0.006	0.006	0.01	0.028	0.024	0.019	0.0	0.003	0.01	0.013	0.031	0.027	0.022	0.0	0.006
CPI-SS06B64DFB9	PTDSS1_SCARB1	simple:P48651	simple:Q8WTV0	PTDSS1	SCARB1	False	False	False	user_curated	False	0.074	0.078	0.096	0.092	0.086	0.0	0.071	0.099	0.102	0.12	0.116	0.111	0.0	0.095	0.129	0.133	0.151	0.147	0.142	0.0	0.126	0.119	0.123	0.141	0.137	0.131	0.0	0.116	0.081	0.084	0.102	0.099	0.093	0.0	0.077	0.082	0.085	0.103	0.099	0.094	0.0	0.078	0.061	0.065	0.083	0.079	0.074	0.0	0.058
CPI-SS0E68758BE	PROS1_MERTK	simple:P07225	simple:Q12866	PROS1	MERTK	False	False	False	user_curated	False	0.0	0.028	0.0	0.016	0.017	0.004	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0289D6A1B	ZP3_MERTK	simple:P21754	simple:Q12866	ZP3	MERTK	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.027	0.028	0.015	0.016	0.0	0.038	0.0	0.026	0.026	0.014	0.015	0.0	0.041	0.0	0.029	0.03	0.017	0.018	0.0	0.033	0.0	0.02	0.021	0.008	0.01	0.0	0.032	0.0	0.02	0.021	0.008	0.009	0.0	0.028	0.0	0.016	0.016	0.004	0.005
CPI-SS0D955E96D	TGFB1_CXCR4	simple:P01137	simple:P61073	TGFB1	CXCR4	False	False	False	user_curated	False	1.617	1.162	0.813	0.663	1.067	1.327	1.841	1.416	0.961	0.612	0.462	0.866	1.126	1.64	1.278	0.822	0.473	0.323	0.727	0.987	1.501	1.253	0.797	0.448	0.299	0.703	0.962	1.477	1.46	1.005	0.655	0.506	0.91	1.169	1.684	2.182	1.727	1.378	1.228	1.632	1.892	2.406	2.066	1.61	1.261	1.111	1.515	1.775	2.289
CPI-SS0B1CC0212	DPP4_CXCR4	simple:P27487	simple:P61073	DPP4	CXCR4	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.078	0.622	0.273	0.124	0.527	0.787	1.302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.068	0.613	0.263	0.114	0.518	0.777	1.292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.068	0.613	0.264	0.114	0.518	0.778	1.292	1.077	0.621	0.272	0.123	0.526	0.786	1.301
CPI-SS021890770	CD4_CXCR4	simple:P01730	simple:P61073	CD4	CXCR4	False	False	False	user_curated	False	1.071	0.615	0.266	0.117	0.52	0.78	1.294	1.206	0.751	0.402	0.252	0.656	0.916	1.43	1.076	0.621	0.272	0.122	0.526	0.786	1.3	1.072	0.617	0.268	0.118	0.522	0.782	1.296	1.249	0.794	0.445	0.295	0.699	0.959	1.473	1.071	0.616	0.267	0.117	0.521	0.781	1.295	1.111	0.656	0.307	0.157	0.561	0.821	1.335
CPI-SS0B8A15AB9	MIF_CXCR4	simple:P14174	simple:P61073	MIF	CXCR4	False	False	False	user_curated	False	1.521	1.066	0.717	0.567	0.971	1.231	1.745	1.749	1.293	0.944	0.795	1.198	1.458	1.973	2.002	1.546	1.197	1.047	1.451	1.711	2.225	1.908	1.452	1.103	0.954	1.357	1.617	2.131	1.927	1.472	1.123	0.973	1.377	1.637	2.151	1.803	1.347	0.998	0.849	1.252	1.512	2.026	1.725	1.269	0.92	0.771	1.175	1.434	1.949
CPI-SS0CD13811C	CD74_CXCR4	simple:P04233	simple:P61073	CD74	CXCR4	False	False	False	user_curated	False	3.113	2.657	2.308	2.159	2.562	2.822	3.336	2.911	2.456	2.107	1.957	2.361	2.621	3.135	1.684	1.229	0.88	0.73	1.134	1.394	1.908	1.67	1.215	0.866	0.716	1.12	1.38	1.894	2.139	1.683	1.334	1.185	1.588	1.848	2.362	1.477	1.021	0.672	0.522	0.926	1.186	1.7	1.473	1.018	0.668	0.519	0.923	1.182	1.697
CPI-SS0964D6C2E	ADRB2_CXCR4	simple:P07550	simple:P61073	ADRB2	CXCR4	False	False	False	user_curated	False	1.078	0.622	0.273	0.124	0.527	0.787	1.301	1.074	0.619	0.27	0.12	0.524	0.784	1.298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.073	0.618	0.269	0.119	0.523	0.783	1.297	1.074	0.619	0.27	0.12	0.524	0.784	1.298	1.118	0.663	0.313	0.164	0.568	0.827	1.342	1.106	0.651	0.302	0.152	0.556	0.816	1.33
CPI-SS04AC84468	CCR5_CXCR4	simple:P51681	simple:P61073	CCR5	CXCR4	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.073	0.618	0.269	0.119	0.523	0.783	1.297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.092	0.637	0.288	0.138	0.542	0.802	1.316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.071	0.616	0.267	0.117	0.521	0.781	1.295
CPI-SS02D8C019F	HMGB1_CXCR4	simple:P09429	simple:P61073	HMGB1	CXCR4	False	False	False	user_curated	False	2.073	1.618	1.269	1.119	1.523	1.783	2.297	2.335	1.88	1.531	1.381	1.785	2.045	2.559	2.28	1.824	1.475	1.326	1.729	1.989	2.504	2.153	1.698	1.349	1.199	1.603	1.863	2.377	2.123	1.667	1.318	1.169	1.572	1.832	2.346	2.484	2.029	1.68	1.53	1.934	2.194	2.708	2.268	1.813	1.464	1.314	1.718	1.978	2.492
CPI-SS0D302A70F	CCR7_CXCR4	simple:P32248	simple:P61073	CCR7	CXCR4	False	False	False	user_curated	False	1.341	0.886	0.537	0.387	0.791	1.051	1.565	1.071	0.616	0.266	0.117	0.521	0.78	1.295	1.079	0.623	0.274	0.124	0.528	0.788	1.302	1.069	0.614	0.265	0.115	0.519	0.779	1.293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.069	0.614	0.265	0.115	0.519	0.779	1.293	1.186	0.73	0.381	0.232	0.635	0.895	1.409
CPI-SS0E48F3F42	CCR2_CXCR4	simple:P41597	simple:P61073	CCR2	CXCR4	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.072	0.616	0.267	0.117	0.521	0.781	1.295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.068	0.612	0.263	0.114	0.517	0.777	1.292	1.089	0.633	0.284	0.135	0.538	0.798	1.312	1.069	0.613	0.264	0.115	0.518	0.778	1.293	1.068	0.612	0.263	0.114	0.517	0.777	1.292
CPI-SS00F7A14A2	ACKR3_CXCR4	simple:P25106	simple:P61073	ACKR3	CXCR4	False	False	False	user_curated	False	1.07	0.615	0.266	0.116	0.52	0.78	1.294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.076	0.62	0.271	0.122	0.525	0.785	1.299	1.079	0.623	0.274	0.125	0.529	0.788	1.303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.068	0.613	0.264	0.114	0.518	0.778	1.292
CPI-SS049003DE1	PDGFRB_SIGLEC10	simple:P09619	simple:Q96LC7	PDGFRB	SIGLEC10	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.03	0.068	0.017	0.044	0.02	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.029	0.068	0.016	0.044	0.02	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS027D80C8F	HLA-B_SIGLEC10	simple:P01889	simple:Q96LC7	HLA-B	SIGLEC10	False	False	False	user_curated	False	1.794	1.778	1.816	1.765	1.792	1.768	1.764	1.544	1.527	1.566	1.514	1.542	1.518	1.514	1.408	1.391	1.43	1.378	1.406	1.382	1.378	0.968	0.951	0.99	0.938	0.966	0.942	0.938	1.586	1.569	1.608	1.556	1.584	1.56	1.556	2.146	2.13	2.169	2.117	2.144	2.121	2.116	1.965	1.948	1.987	1.935	1.963	1.939	1.935
CPI-SS0D77B6252	CD300LB_SIGLEC10	simple:A8K4G0	simple:Q96LC7	CD300LB	SIGLEC10	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.033	0.071	0.019	0.047	0.023	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D6B31759	TNFRSF6B_SIGLEC10	simple:O95407	simple:Q96LC7	TNFRSF6B	SIGLEC10	False	False	False	user_curated	False	0.034	0.017	0.056	0.004	0.032	0.008	0.004	0.034	0.018	0.056	0.004	0.032	0.008	0.004	0.04	0.023	0.062	0.01	0.038	0.014	0.01	0.036	0.02	0.058	0.006	0.034	0.01	0.006	0.032	0.015	0.054	0.002	0.03	0.006	0.002	0.033	0.016	0.055	0.003	0.031	0.007	0.003	0.032	0.016	0.054	0.002	0.03	0.006	0.002
CPI-SS0F3EE99F0	PIGR_SIGLEC10	simple:P01833	simple:Q96LC7	PIGR	SIGLEC10	False	False	False	user_curated	False	0.035	0.018	0.057	0.005	0.033	0.009	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BB6C0202	CTLA4_SIGLEC10	simple:P16410	simple:Q96LC7	CTLA4	SIGLEC10	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.034	0.072	0.02	0.048	0.024	0.02
CPI-SS01614D2AF	CD33_SIGLEC10	simple:P20138	simple:Q96LC7	CD33	SIGLEC10	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.075	0.113	0.061	0.089	0.065	0.061	0.086	0.07	0.108	0.056	0.084	0.06	0.056	0.077	0.06	0.099	0.047	0.075	0.051	0.047	0.151	0.135	0.173	0.121	0.149	0.125	0.121	0.034	0.018	0.056	0.005	0.032	0.008	0.004	0.032	0.016	0.054	0.002	0.03	0.006	0.002
CPI-SS07EC21495	FCAR_SIGLEC10	simple:P24071	simple:Q96LC7	FCAR	SIGLEC10	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.058	0.097	0.045	0.073	0.049	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.045	0.083	0.031	0.059	0.035	0.031	0.032	0.016	0.054	0.002	0.03	0.006	0.002	0.031	0.015	0.053	0.001	0.029	0.005	0.001
CPI-SS066167A54	CD24_SIGLEC10	simple:P25063	simple:Q96LC7	CD24	SIGLEC10	False	False	False	user_curated	False	0.053	0.036	0.075	0.023	0.051	0.027	0.023	0.041	0.025	0.063	0.011	0.039	0.015	0.011	0.078	0.061	0.1	0.048	0.076	0.052	0.048	0.034	0.017	0.056	0.004	0.032	0.008	0.004	0.034	0.017	0.056	0.004	0.032	0.008	0.004	0.032	0.016	0.054	0.003	0.03	0.006	0.002	0.031	0.015	0.053	0.002	0.029	0.005	0.001
CPI-SS08B6879D4	PTPRM_SIGLEC10	simple:P28827	simple:Q96LC7	PTPRM	SIGLEC10	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.014	0.053	0.001	0.029	0.005	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.02	0.058	0.006	0.034	0.01	0.006	0.042	0.026	0.064	0.012	0.04	0.016	0.012
CPI-SS073C1B796	CD52_SIGLEC10	simple:P31358	simple:Q96LC7	CD52	SIGLEC10	False	False	False	user_curated	False	0.749	0.732	0.771	0.719	0.747	0.723	0.719	0.152	0.135	0.174	0.122	0.15	0.126	0.122	0.113	0.097	0.135	0.083	0.111	0.087	0.083	0.404	0.387	0.426	0.374	0.402	0.378	0.374	0.223	0.206	0.245	0.193	0.221	0.197	0.193	0.24	0.223	0.262	0.21	0.238	0.214	0.21	0.628	0.611	0.65	0.598	0.626	0.602	0.598
CPI-SS091B1DB4F	SIGLEC15_SIGLEC10	simple:Q6ZMC9	simple:Q96LC7	SIGLEC15	SIGLEC10	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.015	0.054	0.002	0.03	0.006	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.015	0.054	0.002	0.03	0.006	0.002	0.031	0.015	0.053	0.001	0.029	0.005	0.001
CPI-SS0A56ABE3D	ADGRA3_SIGLEC10	simple:Q8IWK6	simple:Q96LC7	ADGRA3	SIGLEC10	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.02	0.059	0.007	0.035	0.011	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.032	0.071	0.019	0.047	0.023	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.019	0.057	0.005	0.033	0.009	0.005	0.031	0.015	0.053	0.001	0.029	0.005	0.001
CPI-SS0B271996D	LILRB2_SIGLEC10	simple:Q8N423	simple:Q96LC7	LILRB2	SIGLEC10	False	False	False	user_curated	False	0.078	0.061	0.1	0.048	0.076	0.052	0.048	0.038	0.021	0.06	0.008	0.036	0.012	0.008	0.043	0.026	0.065	0.013	0.041	0.017	0.013	0.032	0.015	0.054	0.002	0.03	0.006	0.002	0.247	0.23	0.269	0.217	0.245	0.221	0.217	0.031	0.014	0.053	0.001	0.029	0.005	0.001	0.032	0.016	0.054	0.003	0.03	0.006	0.002
CPI-SS06D68C851	PDGFRB_FCGR2A	simple:P09619	simple:P12318	PDGFRB	FCGR2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.061	0.032	0.02	0.252	0.034	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.061	0.031	0.02	0.251	0.033	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS003E266FE	PDGFRB_SIGLEC9	simple:P09619	simple:Q9Y336	PDGFRB	SIGLEC9	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.029	0.019	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.028	0.018	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00C7FCB86	CD33_SIGLEC9	simple:P20138	simple:Q9Y336	CD33	SIGLEC9	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.073	0.064	0.062	0.0	0.06	0.0	0.0	0.068	0.059	0.057	0.0	0.051	0.0	0.0	0.059	0.049	0.048	0.0	0.125	0.0	0.0	0.133	0.124	0.122	0.0	0.008	0.0	0.0	0.017	0.007	0.005	0.0	0.006	0.0	0.0	0.014	0.004	0.003
CPI-SS0FBD27647	SIGLEC15_SIGLEC9	simple:Q6ZMC9	simple:Q9Y336	SIGLEC15	SIGLEC9	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.014	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.014	0.004	0.002	0.0	0.005	0.0	0.0	0.013	0.004	0.002
CPI-SS01B51319F	LILRB2_SIGLEC9	simple:Q8N423	simple:Q9Y336	LILRB2	SIGLEC9	False	False	False	user_curated	False	0.0	0.051	0.0	0.0	0.06	0.05	0.048	0.0	0.012	0.0	0.0	0.02	0.01	0.009	0.0	0.016	0.0	0.0	0.025	0.015	0.013	0.0	0.006	0.0	0.0	0.014	0.004	0.003	0.0	0.22	0.0	0.0	0.229	0.219	0.217	0.0	0.005	0.0	0.0	0.013	0.003	0.002	0.0	0.006	0.0	0.0	0.015	0.005	0.003
CPI-SS08FA57019	MUC1_SIGLEC9	simple:P15941	simple:Q9Y336	MUC1	SIGLEC9	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.017	0.007	0.005	0.0	0.019	0.0	0.0	0.028	0.018	0.017	0.0	0.014	0.0	0.0	0.022	0.012	0.011	0.0	0.014	0.0	0.0	0.022	0.013	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.014	0.004	0.003
CPI-SS09D79E3AD	IFNGR1_SIGLEC9	simple:P15260	simple:Q9Y336	IFNGR1	SIGLEC9	False	False	False	user_curated	False	0.0	0.247	0.0	0.0	0.256	0.246	0.244	0.0	0.522	0.0	0.0	0.53	0.52	0.519	0.0	0.516	0.0	0.0	0.524	0.514	0.513	0.0	0.213	0.0	0.0	0.222	0.212	0.21	0.0	0.745	0.0	0.0	0.753	0.743	0.742	0.0	0.383	0.0	0.0	0.392	0.382	0.38	0.0	0.308	0.0	0.0	0.317	0.307	0.305
CPI-SS07219F710	SIGLEC10_SIGLEC9	simple:Q96LC7	simple:Q9Y336	SIGLEC10	SIGLEC9	False	False	False	user_curated	False	0.0	0.034	0.0	0.0	0.043	0.033	0.031	0.0	0.018	0.0	0.0	0.026	0.017	0.015	0.0	0.057	0.0	0.0	0.065	0.055	0.054	0.0	0.005	0.0	0.0	0.013	0.003	0.002	0.0	0.033	0.0	0.0	0.041	0.031	0.03	0.0	0.009	0.0	0.0	0.017	0.007	0.006	0.0	0.005	0.0	0.0	0.013	0.003	0.002
CPI-SS0494C4ACB	ADGRA2_SIGLEC9	simple:Q96PE1	simple:Q9Y336	ADGRA2	SIGLEC9	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.017	0.007	0.005	0.0	0.042	0.0	0.0	0.051	0.041	0.039	0.0	0.009	0.0	0.0	0.017	0.008	0.006	0.0	0.016	0.0	0.0	0.024	0.014	0.013	0.0	0.005	0.0	0.0	0.014	0.004	0.002	0.0	0.005	0.0	0.0	0.013	0.004	0.002
CPI-SS0A99D34EF	SIGLEC7_SIGLEC9	simple:Q9Y286	simple:Q9Y336	SIGLEC7	SIGLEC9	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.017	0.007	0.005	0.0	0.016	0.0	0.0	0.024	0.014	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.026	0.016	0.014	0.0	0.03	0.0	0.0	0.039	0.029	0.027	0.0	0.007	0.0	0.0	0.015	0.005	0.004
CPI-SS008BC9A58	PDGFRB_MFGE8	simple:P09619	simple:Q08431	PDGFRB	MFGE8	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.032	0.021	0.034	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.031	0.021	0.034	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01DFBC2C7	ITGAV_MFGE8	simple:P06756	simple:Q08431	ITGAV	MFGE8	False	False	False	user_curated	False	0.0	0.0	0.044	0.044	0.034	0.047	0.045	0.0	0.0	0.065	0.066	0.056	0.069	0.067	0.0	0.0	0.064	0.065	0.054	0.067	0.066	0.0	0.0	0.066	0.067	0.057	0.07	0.068	0.0	0.0	0.063	0.064	0.054	0.067	0.065	0.0	0.0	0.057	0.058	0.047	0.06	0.059	0.0	0.0	0.117	0.118	0.107	0.12	0.119
CPI-SS0B26074C2	ITGB5_MFGE8	simple:P18084	simple:Q08431	ITGB5	MFGE8	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.02	0.01	0.023	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.024	0.014	0.027	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D954EA1C	PDGFRB_PDGFD	simple:P09619	simple:Q9GZP0	PDGFRB	PDGFD	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.021	0.0	0.061	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.02	0.0	0.061	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS052B8929E	SPARC_PDGFD	simple:P09486	simple:Q9GZP0	SPARC	PDGFD	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.019	0.0	0.06	0.022	0.0	0.33	0.0	0.331	0.0	0.372	0.334	0.0	0.112	0.0	0.113	0.0	0.154	0.116	0.0	0.07	0.0	0.072	0.0	0.112	0.074	0.0	0.004	0.0	0.005	0.0	0.046	0.008	0.0	0.004	0.0	0.005	0.0	0.046	0.008
CPI-SS00382521C	PDGFRB_PDGFC	simple:P09619	simple:Q9NRA1	PDGFRB	PDGFC	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.065	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.064	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS052DE533F	FLT1_PDGFC	simple:P17948	simple:Q9NRA1	FLT1	PDGFC	False	False	False	user_curated	False	0.0	0.05	0.0	0.052	0.036	0.0	0.0	0.0	0.054	0.0	0.056	0.04	0.0	0.0	0.0	0.092	0.0	0.094	0.078	0.0	0.0	0.0	0.049	0.0	0.051	0.035	0.0	0.0	0.0	0.061	0.0	0.064	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.05	0.034	0.0	0.0
