gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Gran	HSPC	Mono	NK	T
CCR7	P32248	False	CCR7_HUMAN		CPI-SS0D302A70F	0.547	0.007	0.022	0.003	0.0	0.003	0.236
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0E48F3F42	0.0	0.008	0.0	0.0	0.042	0.002	0.0
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS00F7A14A2	0.005	0.0	0.0	0.016	0.023	0.0	0.001
PDGFRB	P09619	False	PDGFRB_HUMAN		CPI-SS049003DE1	0.0	0.0	0.032	0.0	0.0	0.031	0.0
HLA-B	P01889	False	HLA-B_HUMAN		CPI-SS027D80C8F	3.528	3.027	2.754	1.875	3.111	4.232	3.868
CD300LB	A8K4G0	False	CD300LB_HUMAN		CPI-SS0D77B6252	0.0	0.0	0.0	0.0	0.037	0.0	0.0
TNFRSF6B	O95407	False	TNFRSF6B_HUMAN		CPI-SS0D6B31759	0.007	0.008	0.019	0.012	0.002	0.005	0.004
PIGR	P01833	False	PIGR_HUMAN		CPI-SS0F3EE99F0	0.009	0.0	0.0	0.0	0.0	0.0	0.0
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0BB6C0202	0.0	0.0	0.0	0.0	0.0	0.0	0.039
CD33	P20138	False	CD33_HUMAN		CPI-SS01614D2AF	0.0	0.122	0.112	0.093	0.242	0.008	0.003
FCAR	P24071	False	FCAR_HUMAN		CPI-SS07EC21495	0.0	0.0	0.089	0.0	0.062	0.003	0.001
CD24	P25063	False	CD24_HUMAN		CPI-SS066167A54	0.045	0.022	0.094	0.006	0.006	0.004	0.002
PTPRM	P28827	False	PTPRM_HUMAN		CPI-SS08B6879D4	0.0	0.0	0.0	0.001	0.0	0.011	0.024
CD52	P31358	False	CD52_HUMAN		CPI-SS073C1B796	1.437	0.243	0.165	0.747	0.384	0.419	1.195
SIGLEC15	Q6ZMC9	False	SIGLEC15_HUMAN		CPI-SS091B1DB4F	0.0	0.0	0.0	0.002	0.0	0.003	0.002
ADGRA3	Q8IWK6	False	ADGRA3_HUMAN		CPI-SS0A56ABE3D	0.0	0.013	0.0	0.037	0.0	0.009	0.002
LILRB2	Q8N423	False	LILRB2_HUMAN		CPI-SS0B271996D	0.094	0.015	0.025	0.003	0.433	0.001	0.004
PDGFRB	P09619	False	PDGFRB_HUMAN		CPI-SS06D68C851	0.0	0.0	0.032	0.0	0.0	0.031	0.0
PDGFRB	P09619	False	PDGFRB_HUMAN		CPI-SS003E266FE	0.0	0.0	0.032	0.0	0.0	0.031	0.0
CD33	P20138	False	CD33_HUMAN		CPI-SS00C7FCB86	0.0	0.122	0.112	0.093	0.242	0.008	0.003
SIGLEC15	Q6ZMC9	False	SIGLEC15_HUMAN		CPI-SS0FBD27647	0.0	0.0	0.0	0.002	0.0	0.003	0.002
LILRB2	Q8N423	False	LILRB2_HUMAN		CPI-SS01B51319F	0.094	0.015	0.025	0.003	0.433	0.001	0.004
MUC1	P15941	False	MUC1_HUMAN		CPI-SS08FA57019	0.0	0.008	0.031	0.019	0.02	0.0	0.003
IFNGR1	P15260	False	IFNGR1_HUMAN		CPI-SS09D79E3AD	0.486	1.035	1.023	0.419	1.481	0.758	0.609
SIGLEC10	Q96LC7	False	SIGLEC10_HUMAN		CPI-SS07219F710	0.061	0.028	0.105	0.001	0.057	0.009	0.001
ADGRA2	Q96PE1	False	ADGRA2_HUMAN		CPI-SS0494C4ACB	0.0	0.008	0.076	0.01	0.023	0.002	0.002
SIGLEC7	Q9Y286	False	SIGLEC7_HUMAN		CPI-SS0A99D34EF	0.0	0.008	0.023	0.0	0.027	0.052	0.005
PDGFRB	P09619	False	PDGFRB_HUMAN		CPI-SS008BC9A58	0.0	0.0	0.032	0.0	0.0	0.031	0.0
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS01DFBC2C7	0.058	0.101	0.098	0.103	0.097	0.085	0.205
ITGB5	P18084	False	ITGB5_HUMAN		CPI-SS0B26074C2	0.0	0.009	0.0	0.0	0.018	0.0	0.0
PDGFRB	P09619	False	PDGFRB_HUMAN		CPI-SS0D954EA1C	0.0	0.0	0.032	0.0	0.0	0.031	0.0
SPARC	P09486	False	SPARC_HUMAN		CPI-SS052B8929E	0.0	0.029	0.653	0.217	0.134	0.001	0.001
PDGFRB	P09619	False	PDGFRB_HUMAN		CPI-SS00382521C	0.0	0.0	0.032	0.0	0.0	0.031	0.0
FLT1	P17948	False	FLT1_HUMAN		CPI-SS052DE533F	0.007	0.015	0.091	0.005	0.03	0.0	0.003
SPARC	P09486	False	SPARC_HUMAN		CPI-SS0C5FDE06C	0.0	0.029	0.653	0.217	0.134	0.001	0.001
PDGFRB	P09619	False	PDGFRB_HUMAN		CPI-SS0EA993EAD	0.0	0.0	0.032	0.0	0.0	0.031	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS09F973C1A	0.0	0.029	0.0	0.0	0.003	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS05E6D620E	0.0	0.0	0.0	0.005	0.003	0.008	0.023
PDGFRB	P09619	False	PDGFRB_HUMAN		CPI-SS081CAAF43	0.0	0.0	0.032	0.0	0.0	0.031	0.0
PDGFRB	P09619	False	PDGFRB_HUMAN		CPI-SS071FD400F	0.0	0.0	0.032	0.0	0.0	0.031	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS02ADEAD6B	1.099	0.697	0.42	0.37	0.785	2.229	1.996
LRP5	O75197	False	LRP5_HUMAN		CPI-SS09823E3C0	0.0	0.0	0.019	0.02	0.003	0.0	0.001
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS02021DE58	0.125	0.4	0.798	0.362	1.074	0.396	0.404
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS00A9B7F43	0.058	0.101	0.098	0.103	0.097	0.085	0.205
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SS03AEFDD99	0.0	0.0	0.0	0.003	0.002	0.001	0.002
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS02D0CA86A	1.099	0.697	0.42	0.37	0.785	2.229	1.996
BMP2	P12643	False	BMP2_HUMAN		CPI-SS07201D714	0.0	0.011	0.0	0.002	0.033	0.0	0.0
BMP6	P22004	False	BMP6_HUMAN		CPI-SS04D8A5652	0.0	0.009	0.036	0.035	0.006	0.0	0.0
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS031A70AC5	0.007	0.01	0.0	0.0	0.002	0.021	0.009
TGFBR1	P36897	False	TGFBR1_HUMAN		CPI-SS0475B1165	0.223	0.467	0.312	0.189	0.265	0.132	0.062
ENG	P17813	False	ENG_HUMAN		CPI-SS0CCD42C44	0.004	0.056	0.0	0.038	0.349	0.026	0.02
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0C54C0699	0.014	0.0	0.0	0.009	0.0	0.006	0.003
ACVR2A	P27037	False	ACVR2A_HUMAN		CPI-SS0FAAD4DC9	0.009	0.01	0.0	0.008	0.047	0.055	0.044
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS08F3D8D72	1.099	0.697	0.42	0.37	0.785	2.229	1.996
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS05F6C781B	0.014	0.0	0.0	0.009	0.0	0.006	0.003
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0EB53BF7A	0.007	0.117	0.038	0.027	0.029	0.002	0.002
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS00A58DA7A	0.0	0.021	0.128	0.007	0.071	0.017	0.003
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS02288E1CF	1.099	0.697	0.42	0.37	0.785	2.229	1.996
ENG	P17813	False	ENG_HUMAN		CPI-SS01132F83E	0.004	0.056	0.0	0.038	0.349	0.026	0.02
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS02E3A754B	0.014	0.0	0.0	0.009	0.0	0.006	0.003
UBB	P0CG47	False	UBB_HUMAN		CPI-SS01D3F1C9B	1.653	1.269	1.417	1.784	1.27	2.421	1.696
UBC	P0CG48	False	UBC_HUMAN		CPI-SS0C27B14E9	3.333	2.698	2.796	2.417	2.834	2.787	2.834
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS07B93ADE4	1.099	0.697	0.42	0.37	0.785	2.229	1.996
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS09754FBDE	1.099	0.697	0.42	0.37	0.785	2.229	1.996
TGFBR1	P36897	False	TGFBR1_HUMAN		CPI-SS0EDB4140E	0.223	0.467	0.312	0.189	0.265	0.132	0.062
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS083B69C53	0.014	0.0	0.0	0.009	0.0	0.006	0.003
UBB	P0CG47	False	UBB_HUMAN		CPI-SS0043760B1	1.653	1.269	1.417	1.784	1.27	2.421	1.696
UBC	P0CG48	False	UBC_HUMAN		CPI-SS0018AB026	3.333	2.698	2.796	2.417	2.834	2.787	2.834
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS00991FC19	1.099	0.697	0.42	0.37	0.785	2.229	1.996
INHBA	P08476	False	INHBA_HUMAN		CPI-SS03AE5A2DA	0.007	0.0	0.0	0.038	0.0	0.0	0.0
UBA52	P62987	False	UBA52_HUMAN		CPI-SS03AD2FCED	3.268	3.308	3.189	2.969	3.284	2.861	3.207
UBB	P0CG47	False	UBB_HUMAN		CPI-SS036F515BE	1.653	1.269	1.417	1.784	1.27	2.421	1.696
UBC	P0CG48	False	UBC_HUMAN		CPI-SS0030F688B	3.333	2.698	2.796	2.417	2.834	2.787	2.834
RPS27A	P62979	False	RPS27A_HUMAN		CPI-SS00B6953AD	4.179	3.968	3.748	4.173	3.477	3.832	4.25
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	1.099	0.697	0.42	0.37	0.785	2.229	1.996
INHBA	P08476	False	INHBA_HUMAN		CPI-SS0B7DC608F	0.007	0.0	0.0	0.038	0.0	0.0	0.0
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	0.014	0.0	0.0	0.009	0.0	0.006	0.003
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	0.0	0.0	0.0	0.003	0.0	0.0	0.001
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS07B2C0241	1.099	0.697	0.42	0.37	0.785	2.229	1.996
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS02C50975A	0.014	0.0	0.0	0.009	0.0	0.006	0.003
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0BD5E113C	0.0	0.0	0.0	0.003	0.0	0.0	0.001
ITGB5	P18084	False	ITGB5_HUMAN		CPI-SS08F12601A	0.0	0.009	0.0	0.0	0.018	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0585E80CD	1.099	0.697	0.42	0.37	0.785	2.229	1.996
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0A02D0D93	1.099	0.697	0.42	0.37	0.785	2.229	1.996
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS09E85F083	1.099	0.697	0.42	0.37	0.785	2.229	1.996
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS013346DBE	1.099	0.697	0.42	0.37	0.785	2.229	1.996
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS032C4F174	0.014	0.0	0.0	0.009	0.0	0.006	0.003
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0838B21B9	0.0	0.0	0.0	0.003	0.0	0.0	0.001
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0F78C6BCD	0.059	0.129	0.257	0.04	0.317	0.024	0.016
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS0933FDF7E	0.203	0.741	1.581	0.3	1.862	1.98	0.572
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS08DB58E32	0.125	0.4	0.798	0.362	1.074	0.396	0.404
ITGA4	P13612	False	ITGA4_HUMAN		CPI-SS03199797E	0.082	0.363	0.237	0.379	0.404	0.356	0.342
EZR	P15311	False	EZR_HUMAN		CPI-SS0119582BF	2.734	1.353	1.091	0.321	1.307	0.616	1.238
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS03E275AE8	0.059	0.129	0.257	0.04	0.317	0.024	0.016
MET	P08581	False	MET_HUMAN		CPI-SS04D6F8601	0.0	0.0	0.0	0.003	0.026	0.003	0.001
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS01011D1D3	0.059	0.129	0.257	0.04	0.317	0.024	0.016
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SS026B040A1	0.0	0.0	0.0	0.0	0.0	0.002	0.006
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS017AF3A49	0.059	0.129	0.257	0.04	0.317	0.024	0.016
IL4R	P24394	False	IL4R_HUMAN		CPI-SS00436C0C1	0.287	0.167	0.158	0.022	0.16	0.124	0.306
IL7	P13232	False	IL7_HUMAN		CPI-SS0109E3DF1	0.043	0.026	0.025	0.004	0.008	0.0	0.005
IL2RA	P01589	False	IL2RA_HUMAN		CPI-SS0F452A302	0.0	0.0	0.0	0.0	0.0	0.0	0.015
IL1RN	P18510	False	IL1RN_HUMAN		CPI-SS02AEC736C	0.0	0.04	0.169	0.006	0.118	0.011	0.001
IL2RB	P14784	False	IL2RB_HUMAN		CPI-SS0FE52C76C	0.009	0.008	0.0	0.004	0.012	0.678	0.214
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS03F892D7C	0.059	0.129	0.257	0.04	0.317	0.024	0.016
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	0.059	0.129	0.257	0.04	0.317	0.024	0.016
FYN	P06241	False	FYN_HUMAN		CPI-SS0C78C21A5	0.194	0.149	0.089	0.064	0.198	1.01	1.115
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0E9A581F8	0.059	0.129	0.257	0.04	0.317	0.024	0.016
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SS04E85A666	0.021	0.042	0.0	0.041	0.051	0.07	0.049
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0F52745F3	0.0	0.02	0.0	0.001	0.0	0.001	0.018
FCGR2A	P12318	False	FCGR2A_HUMAN		CPI-SS0C17BB772	0.013	0.091	0.032	0.009	0.471	0.035	0.001
ADRA2A	P08913	False	ADRA2A_HUMAN		CPI-SS0E015C35F	0.0	0.088	0.0	0.003	0.016	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS02246DA17	0.14	0.03	0.0	0.007	0.02	0.155	0.455
KIR2DL3	P43628	False	KIR2DL3_HUMAN		CPI-SS0D26F639E	0.0	0.0	0.0	0.002	0.0	0.187	0.011
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0DE4CC20D	0.0	0.02	0.0	0.001	0.0	0.001	0.018
HRAS	P01112	False	HRAS_HUMAN		CPI-SS012CF6890	0.111	0.089	0.111	0.028	0.071	0.103	0.092
HRAS	P01112	False	HRAS_HUMAN		CPI-SS0866DD7EB	0.111	0.089	0.111	0.028	0.071	0.103	0.092
MMP9	P14780	False	MMP9_HUMAN		CPI-SS015093E79	0.021	0.0	0.0	0.0	0.019	0.006	0.01
HMGB1	P09429	False	HMGB1_HUMAN		CPI-SS075EAE230	2.011	2.536	2.424	2.171	2.11	2.833	2.401
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS087EAA549	0.783	1.739	1.398	1.121	0.918	1.369	0.763
CD14	P08571	False	CD14_HUMAN		CPI-SS0F3164D8D	0.022	0.103	0.313	0.0	0.999	0.02	0.011
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS07BECB892	0.0	0.029	0.0	0.0	0.003	0.0	0.0
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0192E0C86	0.182	0.108	0.06	0.154	0.075	0.011	0.022
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS01A8F745A	0.0	0.0	0.0	0.005	0.003	0.008	0.023
ADAM10	O14672	False	ADAM10_HUMAN		CPI-SS067559C58	0.109	0.21	0.33	0.282	0.421	0.413	0.147
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS063957AAF	0.0	0.029	0.0	0.0	0.003	0.0	0.0
CD4	P01730	False	CD4_HUMAN		CPI-SS08BEDE459	0.006	0.277	0.018	0.009	0.363	0.008	0.087
CD9	P21926	False	CD9_HUMAN		CPI-SS050A11751	0.0	0.035	0.133	0.015	0.289	0.004	0.002
CCR5	P51681	False	CCR5_HUMAN		CPI-SS032F509EE	0.0	0.012	0.0	0.0	0.049	0.0	0.007
KCNA3	P22001	False	KCNA3_HUMAN		CPI-SS01C89FD4B	0.0	0.0	0.0	0.004	0.003	0.0	0.01
CD4	P01730	False	CD4_HUMAN		CPI-SS07E04F6C0	0.006	0.277	0.018	0.009	0.363	0.008	0.087
CD33	P20138	False	CD33_HUMAN		CPI-SS0F81C03E5	0.0	0.122	0.112	0.093	0.242	0.008	0.003
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0D64CB4EF	0.0	0.005	0.0	0.003	0.246	0.004	0.0
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0689E6F41	0.178	0.016	0.0	0.0	0.015	0.0	0.001
SIGLEC10	Q96LC7	False	SIGLEC10_HUMAN		CPI-SS09261CB85	0.061	0.028	0.105	0.001	0.057	0.009	0.001
NCR1	O76036	False	NCR1_HUMAN		CPI-SS09F4ED94A	0.0	0.0	0.0	0.001	0.004	0.091	0.011
MADCAM1	Q13477	False	MADCAM1_HUMAN		CPI-SS0E037A4F0	0.0	0.0	0.025	0.004	0.003	0.005	0.0
PTPRO	Q16827	False	PTPRO_HUMAN		CPI-SS0D2DB3BB5	0.035	0.025	0.0	0.0	0.008	0.0	0.001
CD320	Q9NPF0	False	CD320_HUMAN		CPI-SS05B2A89EE	0.016	0.007	0.016	0.026	0.0	0.114	0.068
CD4	P01730	False	CD4_HUMAN		CPI-SS0CD09DC10	0.006	0.277	0.018	0.009	0.363	0.008	0.087
CD8A	P01732	False	CD8A_HUMAN		CPI-SS0C47D7096	0.016	0.051	0.0	0.017	0.014	0.163	0.752
CD8B	P10966	False	CD8B_HUMAN		CPI-SS01C41F02A	0.002	0.0	0.0	0.005	0.0	0.012	0.34
CD4	P01730	False	CD4_HUMAN		CPI-SS0104BDBB2	0.006	0.277	0.018	0.009	0.363	0.008	0.087
PLSCR1	O15162	False	PLSCR1_HUMAN		CPI-SS038CB25DC	0.048	0.619	0.807	0.605	0.891	0.11	0.064
CD4	P01730	False	CD4_HUMAN		CPI-SS0E2597B38	0.006	0.277	0.018	0.009	0.363	0.008	0.087
CD4	P01730	False	CD4_HUMAN		CPI-SS0A8AC23AB	0.006	0.277	0.018	0.009	0.363	0.008	0.087
CD4	P01730	False	CD4_HUMAN		CPI-SS062A16D80	0.006	0.277	0.018	0.009	0.363	0.008	0.087
CD4	P01730	False	CD4_HUMAN		CPI-SS0BF909D7D	0.006	0.277	0.018	0.009	0.363	0.008	0.087
CD4	P01730	False	CD4_HUMAN		CPI-SS001B88F53	0.006	0.277	0.018	0.009	0.363	0.008	0.087
CD4	P01730	False	CD4_HUMAN		CPI-SS0719BAC44	0.006	0.277	0.018	0.009	0.363	0.008	0.087
CD4	P01730	False	CD4_HUMAN		CPI-SS0C9E69190	0.006	0.277	0.018	0.009	0.363	0.008	0.087
CD4	P01730	False	CD4_HUMAN		CPI-SS07F78CCA9	0.006	0.277	0.018	0.009	0.363	0.008	0.087
CD4	P01730	False	CD4_HUMAN		CPI-SS0D3DE8715	0.006	0.277	0.018	0.009	0.363	0.008	0.087
LAG3	P18627	False	LAG3_HUMAN		CPI-SS0772F470E	0.0	0.02	0.0	0.013	0.006	0.008	0.06
CD4	P01730	False	CD4_HUMAN		CPI-SS05FC22EFD	0.006	0.277	0.018	0.009	0.363	0.008	0.087
CD4	P01730	False	CD4_HUMAN		CPI-SS0D3BA6E81	0.006	0.277	0.018	0.009	0.363	0.008	0.087
CD4	P01730	False	CD4_HUMAN		CPI-SS0957FEEC6	0.006	0.277	0.018	0.009	0.363	0.008	0.087
LAG3	P18627	False	LAG3_HUMAN		CPI-SS0F5FD6923	0.0	0.02	0.0	0.013	0.006	0.008	0.06
CCL4	P13236	False	CCL4_HUMAN		CPI-SS05BA6D9C3	0.0	0.0	0.0	0.0	0.0	0.591	0.148
LGALS3	P17931	False	LGALS3_HUMAN		CPI-SS074D67CE2	0.071	0.411	0.559	0.011	1.416	0.094	0.347
RGMB	Q6NW40	False	RGMB_HUMAN		CPI-SS0287481A1	0.066	0.007	0.0	0.002	0.002	0.002	0.015
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS0EC1DB4A0	2.535	2.022	1.869	1.465	2.29	3.648	3.011
LILRA5	A6NI73	False	LILRA5_HUMAN		CPI-SS0D65C9514	0.006	0.017	0.033	0.002	0.486	0.005	0.001
IL6R	P08887	False	IL6R_HUMAN		CPI-SS0663384AA	0.003	0.092	0.068	0.066	0.137	0.003	0.005
HLA-B	P01889	False	HLA-B_HUMAN		CPI-SS073F43DB9	3.528	3.027	2.754	1.875	3.111	4.232	3.868
HLA-A	P04439	False	HLA-A_HUMAN		CPI-SS0F8531E5B	2.809	2.364	2.509	2.153	2.688	3.692	3.292
HLA-G	P17693	False	HLA-G_HUMAN		CPI-SS05CE87F88	0.006	0.028	0.0	0.01	0.025	0.042	0.035
HLA-F	P30511	False	HLA-F_HUMAN		CPI-SS00150FB64	0.375	0.119	0.13	0.041	0.27	0.935	0.522
B2M	P61769	False	B2M_HUMAN		CPI-SS031B22200	3.786	3.758	3.456	3.196	3.657	4.895	4.444
CEACAM21	Q3KPI0	False	CEACAM21_HUMAN		CPI-SS0D2A3C3A5	0.0	0.009	0.0	0.002	0.0	0.006	0.011
HLA-C	P10321	False	HLA-C_HUMAN		CPI-SS0E816D4D6	2.535	2.022	1.869	1.465	2.29	3.648	3.011
HLA-B	P01889	False	HLA-B_HUMAN		CPI-SS03DA113B9	3.528	3.027	2.754	1.875	3.111	4.232	3.868
HLA-A	P04439	False	HLA-A_HUMAN		CPI-SS0C340928A	2.809	2.364	2.509	2.153	2.688	3.692	3.292
HLA-G	P17693	False	HLA-G_HUMAN		CPI-SS0DBA81CCF	0.006	0.028	0.0	0.01	0.025	0.042	0.035
HLA-F	P30511	False	HLA-F_HUMAN		CPI-SS0A76A8E97	0.375	0.119	0.13	0.041	0.27	0.935	0.522
B2M	P61769	False	B2M_HUMAN		CPI-SS064075393	3.786	3.758	3.456	3.196	3.657	4.895	4.444
CD33	P20138	False	CD33_HUMAN		CPI-SS08254A1FB	0.0	0.122	0.112	0.093	0.242	0.008	0.003
FCAR	P24071	False	FCAR_HUMAN		CPI-SS07EFD7995	0.0	0.0	0.089	0.0	0.062	0.003	0.001
SIGLEC15	Q6ZMC9	False	SIGLEC15_HUMAN		CPI-SS049511825	0.0	0.0	0.0	0.002	0.0	0.003	0.002
SIGLEC14	Q08ET2	False	SIGLEC14_HUMAN		CPI-SS07978E5BA	0.0	0.028	0.063	0.001	0.09	0.003	0.001
IFNGR1	P15260	False	IFNGR1_HUMAN		CPI-SS031DD0854	0.486	1.035	1.023	0.419	1.481	0.758	0.609
FCGRT	P55899	False	FCGRT_HUMAN		CPI-SS001AF75AA	0.046	0.729	1.077	0.096	1.508	0.02	0.038
ANGPTL1	O95841	False	ANGPTL1_HUMAN		CPI-SS0872F43DB	0.023	0.0	0.0	0.008	0.0	0.004	0.0
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0EAB03260	0.03	0.148	0.0	0.002	0.14	0.004	0.0
LRP6	O75581	False	LRP6_HUMAN		CPI-SS0ADD39BDD	0.0	0.0	0.0	0.003	0.0	0.0	0.003
WNT1	P04628	False	WNT1_HUMAN		CPI-SS04C3DF785	0.0	0.007	0.0	0.0	0.0	0.013	0.036
WNT10B	O00744	False	WNT10B_HUMAN		CPI-SS056DC13B2	0.0	0.0	0.0	0.001	0.003	0.004	0.015
PLAU	P00749	False	PLAU_HUMAN		CPI-SS09F05AC40	0.007	0.117	0.038	0.027	0.029	0.002	0.002
GZMB	P10144	False	GZMB_HUMAN		CPI-SS02F415E21	0.007	0.403	0.065	0.009	0.0	1.883	0.269
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0C666EA18	0.125	0.4	0.798	0.362	1.074	0.396	0.404
THBS1	P07996	False	THBS1_HUMAN		CPI-SS08AF43615	0.0	0.005	0.085	0.002	0.192	0.063	0.042
INHBA	P08476	False	INHBA_HUMAN		CPI-SS0140B6B66	0.007	0.0	0.0	0.038	0.0	0.0	0.0
THBS1	P07996	False	THBS1_HUMAN		CPI-SS00B140AEF	0.0	0.005	0.085	0.002	0.192	0.063	0.042
INHBA	P08476	False	INHBA_HUMAN		CPI-SS0C5E8A856	0.007	0.0	0.0	0.038	0.0	0.0	0.0
TGFBR1	P36897	False	TGFBR1_HUMAN		CPI-SS0664896CF	0.223	0.467	0.312	0.189	0.265	0.132	0.062
ENG	P17813	False	ENG_HUMAN		CPI-SS05FE588BC	0.004	0.056	0.0	0.038	0.349	0.026	0.02
TGFBR2	P37173	False	TGFBR2_HUMAN		CPI-SS082BE21AF	0.307	0.628	0.199	0.16	0.284	0.324	0.271
PRSS2	P07478	False	PRSS2_HUMAN		CPI-SS0CFD95F10	0.0	0.009	0.0	0.199	0.0	0.0	0.001
CTSG	P08311	False	CTSG_HUMAN		CPI-SS09D75EE76	0.003	0.109	0.458	0.277	0.008	0.003	0.003
GZMA	P12544	False	GZMA_HUMAN		CPI-SS018FFAD1E	0.0	0.028	0.0	0.006	0.0	1.12	0.314
JAM2	P57087	False	JAM2_HUMAN		CPI-SS0A576FC27	0.0	0.0	0.0	0.001	0.003	0.0	0.002
F2R	P25116	False	F2R_HUMAN		CPI-SS0D466B5B7	0.005	0.063	0.071	0.084	0.029	0.413	0.194
TFPI	P10646	False	TFPI_HUMAN		CPI-SS032D02146	0.005	0.121	0.025	0.536	0.072	0.001	0.001
IL6	P05231	False	IL6_HUMAN		CPI-SS0EDE630FF	0.0	0.0	0.0	0.0	0.006	0.0	0.0
TFRC	P02786	False	TFRC_HUMAN		CPI-SS0A9262AB4	0.247	0.3	0.638	0.458	0.733	0.099	0.171
PLAUR	Q03405	False	PLAUR_HUMAN		CPI-SS0085E97CC	0.022	0.734	1.3	0.178	1.063	0.014	0.054
MMP2	P08253	False	MMP2_HUMAN		CPI-SS0E2C8EBE2	0.0	0.0	0.055	0.139	0.005	0.002	0.0
ITGA2B	P08514	False	ITGA2B_HUMAN		CPI-SS000104C64	0.009	0.0	0.0	0.006	0.004	0.006	0.001
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS06EE34C05	0.125	0.4	0.798	0.362	1.074	0.396	0.404
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS05AC5E0B1	0.058	0.101	0.098	0.103	0.097	0.085	0.205
ITGA2B	P08514	False	ITGA2B_HUMAN		CPI-SS0418F6DB9	0.009	0.0	0.0	0.006	0.004	0.006	0.001
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS0B5DE428E	0.203	0.741	1.581	0.3	1.862	1.98	0.572
ITGAL	P20701	False	ITGAL_HUMAN		CPI-SS0A6429389	0.063	0.13	0.086	0.06	0.265	0.678	0.269
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0D666400C	0.125	0.4	0.798	0.362	1.074	0.396	0.404
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0E07E9679	0.058	0.101	0.098	0.103	0.097	0.085	0.205
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS078C5DE13	0.016	0.103	0.26	0.007	0.576	0.41	0.037
